,CID,name,smiles,7.1-Drug Indication,8.1-Pharmacodynamics,8.2-MeSH Pharmacological Classification,"8.5-Absorption, Distribution and Excretion",8.6-Metabolism/Metabolites,8.7-Biological Half-Life
0,290001,"1-(5-Chloro-2,3-dihydro-1-benzothiophen-3-yl)-2-(4-chlorophenoxy)ethanone",C1C(C2=C(S1)C=CC(=C2)Cl)C(=O)COC3=CC=C(C=C3)Cl,,,,,,
1,290002,"1-(5-Chloro-2,3-dihydro-1-benzothiophen-3-yl)-2-(4-methylphenoxy)ethanone",CC1=CC=C(C=C1)OCC(=O)C2CSC3=C2C=C(C=C3)Cl,,,,,,
2,290003,2-[2-acetyloxyethyl-[(5-carbamoyl-1H-imidazol-4-yl)diazenyl]amino]ethyl acetate,CC(=O)OCCN(CCOC(=O)C)N=NC1=C(NC=N1)C(=O)N,,,,,,
3,290004,CID 290004,C1C2CC3CC1CC(C2)(C3)C(=O)OCC4C(C(C(O4)N5C=NC6=C5N=CN=C6S)O)O,,,,,,
4,290005,"1-Phenyl-3-[(3,4,5-trihydroxyoxan-2-yl)carbamoylamino]urea",C1C(C(C(C(O1)NC(=O)NNC(=O)NC2=CC=CC=C2)O)O)O,,,,,,
5,290006,"4b,8-Dimethyl-2-(propan-2-yl)-4,4a,4b,5,6,7,8,8a,9,10-decahydro-3h-3,10a-epidioxyphenanthrene-8-carboxylic acid",CC(C)C1=CC23CCC4C(C2CC1OO3)(CCCC4(C)C(=O)O)C,,,,,,
6,290007,"3-[2-[Bis(2-chloroethyl)amino]ethyl]-5,5-diphenylimidazolidine-2,4-dione",C1=CC=C(C=C1)C2(C(=O)N(C(=O)N2)CCN(CCCl)CCCl)C3=CC=CC=C3,,,,,,
7,290008,"3-Chloro-2lambda6-thiabicyclo[2.2.1]heptane 2,2-dioxide",C1CC2CC1C(S2(=O)=O)Cl,,,,,,
8,290009,"4-Methyl-3,5-diphenyl-4h-1,4-thiazine 1,1-dioxide",CN1C(=CS(=O)(=O)C=C1C2=CC=CC=C2)C3=CC=CC=C3,,,,,,
9,290010,"3,5-Dimethyl-1,1-dioxo-1,3,5-thiadiazinan-2-one",CN1CN(C(=O)S(=O)(=O)C1)C,,,,,,
10,290011,"Methyl 2-(1,1-dioxothiolan-3-yl)acetate",COC(=O)CC1CCS(=O)(=O)C1,,,,,,
11,290012,"Diethyl (1,1-dioxidotetrahydrothien-3-yl)malonate",CCOC(=O)C(C1CCS(=O)(=O)C1)C(=O)OCC,,,,,,
12,290013,"2-[(2,2-Diethoxyethyl)sulfonyl]acetamide",CCOC(CS(=O)(=O)CC(=O)N)OCC,,,,,,
13,290014,"5-methyl-1,1-dioxo-4H-1,4-thiazin-3-one",CC1=CS(=O)(=O)CC(=O)N1,,,,,,
14,290015,"2-(2,2-Diethoxyethylsulfanyl)acetonitrile",CCOC(CSCC#N)OCC,,,,,,
15,290016,"1,2-Dibromo-1-(1,2-dibromoethylsulfonyl)ethane",C(C(S(=O)(=O)C(CBr)Br)Br)Br,,,,,,
16,290017,"5-Methyl-2h-1,4-thiazin-3(4h)-one",CC1=CSCC(=O)N1,,,,,,
17,290018,2-(2-Oxopropylsulfonyl)acetamide,CC(=O)CS(=O)(=O)CC(=O)N,,,,,,
18,290019,"2,6-Diethoxy-1,4-oxathiane 4,4-dioxide",CCOC1CS(=O)(=O)CC(O1)OCC,,,,,,
19,290020,N-[ethyl(phenyl)-lambda4-sulfanylidene]-4-methylbenzenesulfonamide,CCS(=NS(=O)(=O)C1=CC=C(C=C1)C)C2=CC=CC=C2,,,,,,
20,290021,(Methylsulfonimidoyl)benzene,CS(=N)(=O)C1=CC=CC=C1,,,,,,
21,290022,CID 290022,CS(=NC(=NC1=CC=CC=C1)S)(=O)C2=CC=CC=C2,,,,,,
22,290023,Methyl 3-methyl-4-oxothiane-3-carboxylate,CC1(CSCCC1=O)C(=O)OC,,,,,,
23,290024,"6-Methyl-14h-dinaphtho[1,8-bc:1',8'-fg]thiocin-14-one",CC1=C2C3=C(C=CC=C3C(=O)C4=CC=CC5=C4C(=CC=C5)S2)C=C1,,,,,,
24,290025,"6-Methyl-14h-dinaphtho[1,8-bc:1',8'-fg]thiocine 7,7-dioxide",CC1=C2C3=C(C=CC=C3CC4=CC=CC5=C4C(=CC=C5)S2(=O)=O)C=C1,,,,,,
25,290026,"4-(Bromomethyl)-2-thiapentacyclo[11.7.1.13,7.017,21.011,22]docosa-1(20),3,5,7(22),8,10,13,15,17(21),18-decaen-12-one",C1=CC2=C3C(=C1)C(=O)C4=CC=CC5=C4C(=C(C=C5)CBr)SC3=CC=C2,,,,,,
26,290027,Methyl 2-(2-methyl-1-oxo-1-phenylpropan-2-yl)sulfonylacetate,CC(C)(C(=O)C1=CC=CC=C1)S(=O)(=O)CC(=O)OC,,,,,,
