,CID,name,smiles,7.1-Drug Indication,8.1-Pharmacodynamics,8.2-MeSH Pharmacological Classification,"8.5-Absorption, Distribution and Excretion",8.6-Metabolism/Metabolites,8.7-Biological Half-Life
0,800001,N-[1-(4-methoxyphenyl)-3-(methylamino)-3-oxoprop-1-en-2-yl]furan-2-carboxamide,CNC(=O)C(=CC1=CC=C(C=C1)OC)NC(=O)C2=CC=CO2,,,,,,
1,800002,"N-({4-[(1E)-3,3-dimethyltriaz-1-en-1-yl]phenyl}sulfonyl)butanamide",CCCC(=O)NS(=O)(=O)C1=CC=C(C=C1)N=NN(C)C,,,,,,
2,800003,"N-({4-[(1E)-3,3-dimethyltriaz-1-en-1-yl]phenyl}sulfonyl)benzamide",CN(C)N=NC1=CC=C(C=C1)S(=O)(=O)NC(=O)C2=CC=CC=C2,,,,,,
3,800004,"(6S)-6-(2-methylbutan-2-yl)-5,6,7,8-tetrahydro-3H-[1]benzothiolo[2,3-d]pyrimidin-4-one",CCC(C)(C)[C@H]1CCC2=C(C1)C3=C(S2)N=CNC3=O,,,,,,
4,800005,N-[4-(dimethylaminodiazenyl)phenyl]sulfonyl-4-methylbenzamide,CC1=CC=C(C=C1)C(=O)NS(=O)(=O)C2=CC=C(C=C2)N=NN(C)C,,,,,,
5,800006,"(6R)-6-(2-methylbutan-2-yl)-5,6,7,8-tetrahydro-3H-[1]benzothiolo[2,3-d]pyrimidin-4-one",CCC(C)(C)[C@@H]1CCC2=C(C1)C3=C(S2)N=CNC3=O,,,,,,
6,800007,"3-(furan-2-yl)-N-(3,4,5-trimethoxyphenyl)prop-2-enamide",COC1=CC(=CC(=C1OC)OC)NC(=O)C=CC2=CC=CO2,,,,,,
7,800008,"N-({4-[(1E)-3,3-diethyltriaz-1-en-1-yl]phenyl}sulfonyl)acetamide",CCN(CC)N=NC1=CC=C(C=C1)S(=O)(=O)NC(=O)C,,,,,,
8,800009,"N-({4-[(1E)-3,3-diethyltriaz-1-en-1-yl]phenyl}sulfonyl)propanamide",CCC(=O)NS(=O)(=O)C1=CC=C(C=C1)N=NN(CC)CC,,,,,,
9,800010,"(2E)-3-(furan-2-yl)-N-(3,4,5-trimethoxyphenyl)prop-2-enamide",COC1=CC(=CC(=C1OC)OC)NC(=O)/C=C/C2=CC=CO2,,,,,,
10,800011,"N-(3,5-dimethylphenyl)morpholine-4-carbothioamide",CC1=CC(=CC(=C1)NC(=S)N2CCOCC2)C,,,,,,
11,800012,methyl N-[4-(diethylaminodiazenyl)phenyl]sulfonylcarbamate,CCN(CC)N=NC1=CC=C(C=C1)S(=O)(=O)NC(=O)OC,,,,,,
12,800013,"5-{[4-(1,1,2,2-Tetrafluoroethoxy)phenyl]methylthio}-1,3,4-thiadiazole-2-ylamin e",C1=CC(=CC=C1CSC2=NN=C(S2)N)OC(C(F)F)(F)F,,,,,,
13,800014,N-(4-cyanophenyl)-2-(2-methoxyphenoxy)acetamide,COC1=CC=CC=C1OCC(=O)NC2=CC=C(C=C2)C#N,,,,,,
14,800015,N-Acetyl-4-(morpholin-4-ylazo)-benzenesulfonamide,CC(=O)NS(=O)(=O)C1=CC=C(C=C1)N=NN2CCOCC2,,,,,,
15,800016,"2-(cyclohexylformamido)-N-(2,5-dichlorophenyl)acetamide",C1CCC(CC1)C(=O)NCC(=O)NC2=C(C=CC(=C2)Cl)Cl,,,,,,
16,800017,4-(Piperidin-1-ylazo)-N-propionyl-benzenesulfonamide,CCC(=O)NS(=O)(=O)C1=CC=C(C=C1)N=NN2CCCCC2,,,,,,
17,800018,methyl ({4-[(E)-piperidin-1-yldiazenyl]phenyl}sulfonyl)carbamate,COC(=O)NS(=O)(=O)C1=CC=C(C=C1)N=NN2CCCCC2,,,,,,
18,800019,"5-[5-(1,2,4-Triazol-4-yliminomethyl)furan-2-yl]benzene-1,3-dicarboxylic acid",C1=C(OC(=C1)C2=CC(=CC(=C2)C(=O)O)C(=O)O)C=NN3C=NN=C3,,,,,,
19,800020,N-({4-[(E)-pyrrolidin-1-yldiazenyl]phenyl}sulfonyl)acetamide,CC(=O)NS(=O)(=O)C1=CC=C(C=C1)N=NN2CCCC2,,,,,,
20,800021,"4-[(1E)-3,3-diethyltriaz-1-en-1-yl]-N-(4,5-dihydro-1,3-thiazol-2-yl)benzenesulfonamide",CCN(CC)N=NC1=CC=C(C=C1)S(=O)(=O)NC2=NCCS2,,,,,,
21,800022,Cambridge id 6902944,CC1=CC=CC=C1C2=NN=C(O2)C3=CC=NC=C3,,,,,,
22,800023,"2-(4-nitrophenyl)-5,6,7,8-tetrahydro-4H-1,3-benzoxazine-4-thione",C1CCC2=C(C1)C(=S)N=C(O2)C3=CC=C(C=C3)[N+](=O)[O-],,,,,,
23,800024,Cambridge id 6903135,C1CCN(CC1)S(=O)(=O)C2=CC=C(C=C2)C(=O)N3CCOCC3,,,,,,
24,800025,"1-(2,4-dimethylphenyl)-3-[2-(1H-indol-3-yl)ethyl]thiourea",CC1=CC(=C(C=C1)NC(=S)NCCC2=CNC3=CC=CC=C32)C,,,,,,
25,800026,"5-chloro-2-methoxy-N-[5-(trifluoromethyl)-1,3,4-thiadiazol-2-yl]benzamide",COC1=C(C=C(C=C1)Cl)C(=O)NC2=NN=C(S2)C(F)(F)F,,,,,,
26,800027,1-Nitro-3-(phenylethynyl)benzene,C1=CC=C(C=C1)C#CC2=CC(=CC=C2)[N+](=O)[O-],,,,,,
27,800028,"2-(4-fluorophenyl)-4,5-diphenyl-1H-imidazole",C1=CC=C(C=C1)C2=C(N=C(N2)C3=CC=C(C=C3)F)C4=CC=CC=C4,,,,,,
28,800029,1-[(3-Nitrophenyl)carbonothioyl]-4-phenylpiperazine,C1CN(CCN1C2=CC=CC=C2)C(=S)C3=CC(=CC=C3)[N+](=O)[O-],,,,,,
29,800030,methyl (2S)-2-amino-3-[(2R)-oxan-2-yl]sulfanylpropanoate,COC(=O)[C@@H](CS[C@@H]1CCCCO1)N,,,,,,
30,800031,methyl (2S)-2-amino-3-[(2S)-oxan-2-yl]sulfanylpropanoate,COC(=O)[C@@H](CS[C@H]1CCCCO1)N,,,,,,
31,800032,methyl (2R)-2-amino-3-[(2S)-oxan-2-yl]sulfanylpropanoate,COC(=O)[C@H](CS[C@H]1CCCCO1)N,,,,,,
32,800033,ethyl (2S)-2-amino-3-[(2R)-oxan-2-yl]sulfanylpropanoate,CCOC(=O)[C@@H](CS[C@@H]1CCCCO1)N,,,,,,
33,800034,"1-(2-Fluorophenyl)-6-hydroxy-5-(pyrrol-2-ylidenemethyl)pyrimidine-2,4-dione",C1=CC=C(C(=C1)N2C(=C(C(=O)NC2=O)C=C3C=CC=N3)O)F,,,,,,
34,800035,Methyl 2-{[(3-chloro-4-methoxyphenyl)carbonyl]amino}benzoate,COC1=C(C=C(C=C1)C(=O)NC2=CC=CC=C2C(=O)OC)Cl,,,,,,
35,800036,ethyl (2S)-2-amino-3-[(2S)-oxan-2-yl]sulfanylpropanoate,CCOC(=O)[C@@H](CS[C@H]1CCCCO1)N,,,,,,
36,800037,ethyl (2R)-2-amino-3-[(2S)-oxan-2-yl]sulfanylpropanoate,CCOC(=O)[C@H](CS[C@H]1CCCCO1)N,,,,,,
37,800038,"methyl (4S)-6-methyl-4-phenyl-3-propanoyl-2-sulfanylidene-1,4-dihydropyrimidine-5-carboxylate",CCC(=O)N1[C@H](C(=C(NC1=S)C)C(=O)OC)C2=CC=CC=C2,,,,,,
38,800039,"methyl (4R)-6-methyl-4-phenyl-3-propanoyl-2-sulfanylidene-1,4-dihydropyrimidine-5-carboxylate",CCC(=O)N1[C@@H](C(=C(NC1=S)C)C(=O)OC)C2=CC=CC=C2,,,,,,
39,800040,N-[2-(dimethylamino)ethyl]-4-(piperidin-1-ylsulfonyl)benzamide,CN(C)CCNC(=O)C1=CC=C(C=C1)S(=O)(=O)N2CCCCC2,,,,,,
40,800041,"methyl (4R)-3-acetyl-4-(1,3-benzodioxol-5-yl)-6-methyl-2-sulfanylidene-1,4-dihydropyrimidine-5-carboxylate",CC1=C([C@H](N(C(=S)N1)C(=O)C)C2=CC3=C(C=C2)OCO3)C(=O)OC,,,,,,
41,800042,"4-Methyl-2-[5-(1,1,2,2-tetrafluoroethyl)-1,2-oxazol-3-yl]phenol",CC1=CC(=C(C=C1)O)C2=NOC(=C2)C(C(F)F)(F)F,,,,,,
42,800043,"1-(3,5-Dimethylphenyl)-3-(2-phenylethyl)thiourea",CC1=CC(=CC(=C1)NC(=S)NCCC2=CC=CC=C2)C,,,,,,
43,800044,7-ethoxy-6-ethyl-3-(2-fluorophenoxy)-2-methyl-4H-chromen-4-one,CCC1=CC2=C(C=C1OCC)OC(=C(C2=O)OC3=CC=CC=C3F)C,,,,,,
44,800045,"methyl (4S)-3-acetyl-4-(1,3-benzodioxol-5-yl)-6-methyl-2-sulfanylidene-1,4-dihydropyrimidine-5-carboxylate",CC1=C([C@@H](N(C(=S)N1)C(=O)C)C2=CC3=C(C=C2)OCO3)C(=O)OC,,,,,,
45,800046,N-[(1S)-1-(4-chlorophenyl)ethyl]cyclohexanecarboxamide,C[C@@H](C1=CC=C(C=C1)Cl)NC(=O)C2CCCCC2,,,,,,
46,800047,N-[(1R)-1-(4-chlorophenyl)ethyl]cyclohexanecarboxamide,C[C@H](C1=CC=C(C=C1)Cl)NC(=O)C2CCCCC2,,,,,,
47,800048,4-Chloro-1-ethyl-3-nitro-2-quinolinone,CCN1C2=CC=CC=C2C(=C(C1=O)[N+](=O)[O-])Cl,,,,,,
48,800049,1-(4-Chlorophenyl)-3-cyclopentylthiourea,C1CCC(C1)NC(=S)NC2=CC=C(C=C2)Cl,,,,,,
49,800050,"(1R)-1-(2-methoxyphenyl)-2,4-dihydro-1H-benzo[f]quinolin-3-one",COC1=CC=CC=C1[C@@H]2CC(=O)NC3=C2C4=CC=CC=C4C=C3,,,,,,
50,800051,7-Ethoxy-3-(4-ethylphenoxy)chromen-4-one,CCC1=CC=C(C=C1)OC2=COC3=C(C2=O)C=CC(=C3)OCC,,,,,,
51,800052,CID 800052,COC(=O)C1=CC=CC=C1NC(=O)C2=C(NC3=CC=CC=C3C2=O)O,,,,,,
52,800053,CID 800053,COC(=O)C1=CC=C(C=C1)NC(=O)C2=C(NC3=CC=CC=C3C2=O)O,,,,,,
53,800054,(2-Methoxyphenyl) 3-naphthalen-1-ylprop-2-enoate,COC1=CC=CC=C1OC(=O)C=CC2=CC=CC3=CC=CC=C32,,,,,,
54,800055,CID 800055,C[C@H](C1=CC=CC=C1)NC(=O)CC2=C(NC3=CC=CC=C3C2=O)O,,,,,,
55,800056,2-methoxyphenyl (2E)-3-(naphthalen-1-yl)prop-2-enoate,COC1=CC=CC=C1OC(=O)/C=C/C2=CC=CC3=CC=CC=C32,,,,,,
56,800057,CID 800057,C[C@@H](C1=CC=CC=C1)NC(=O)CC2=C(NC3=CC=CC=C3C2=O)O,,,,,,
57,800058,"1-[2-(Cyclohexen-1-yl)ethyl]-6-hydroxy-5-(pyrrol-2-ylidenemethyl)pyrimidine-2,4-dione",C1CCC(=CC1)CCN2C(=C(C(=O)NC2=O)C=C3C=CC=N3)O,,,,,,
58,800059,CID 800059,C1=CC=C2C(=C1)C(=O)C(=C(N2)O)CC(=O)NCC3=CC=CC=N3,,,,,,
59,800060,6-chloro-2-(pentafluoroethyl)-4H-chromen-4-one,C1=CC2=C(C=C1Cl)C(=O)C=C(O2)C(C(F)(F)F)(F)F,,,,,,
60,800061,2-(cyclohexylformamido)-N-(4-methylphenyl)acetamide,CC1=CC=C(C=C1)NC(=O)CNC(=O)C2CCCCC2,,,,,,
61,800062,N-[1-(aminocarbonyl)-2-(2-furyl)vinyl]-5-bromo-2-furamide,C1=COC(=C1)/C=C(\C(=O)N)/NC(=O)C2=CC=C(O2)Br,,,,,,
62,800063,CID 800063,C1=CC=C2C(=C1)C(=O)C(=C(N2)O)CC(=O)NCC3=CN=CC=C3,,,,,,
63,800064,CID 800064,C1=CC=C2C(=C1)C(=O)C(=C(N2)O)CC(=O)NCC3=CC=NC=C3,,,,,,
64,800065,CID 800065,C1=CC=C2C(=C1)C(=O)C(=C(N2)O)CC(=O)NCC3=CC=CO3,,,,,,
65,800066,(4-Ethoxynaphthalen-1-yl)(pyrrolidin-1-yl)methanethione,CCOC1=CC=C(C2=CC=CC=C21)C(=S)N3CCCC3,,,,,,
66,800067,1-[(3-Bromo-4-methoxyphenyl)carbonothioyl]pyrrolidine,COC1=C(C=C(C=C1)C(=S)N2CCCC2)Br,,,,,,
67,800068,"1-(3-chloro-4-nitrobenzoyl)-3,5-dimethyl-1H-pyrazole",CC1=CC(=NN1C(=O)C2=CC(=C(C=C2)[N+](=O)[O-])Cl)C,,,,,,
68,800069,1-(4-Chloro-2-methylphenyl)-3-cycloheptylthiourea,CC1=C(C=CC(=C1)Cl)NC(=S)NC2CCCCCC2,,,,,,
69,800070,CID 800070,C1CCC(C1)NC(=O)CC2=C(NC3=CC=CC=C3C2=O)O,,,,,,
70,800071,"(2S)-1-carbazol-9-yl-3-(3,4-dimethylanilino)propan-2-ol",CC1=C(C=C(C=C1)NC[C@@H](CN2C3=CC=CC=C3C4=CC=CC=C42)O)C,,,,,,
71,800072,Methyl 4-{[(2-chloro-4-methylphenyl)carbonyl]amino}benzoate,CC1=CC(=C(C=C1)C(=O)NC2=CC=C(C=C2)C(=O)OC)Cl,,,,,,
72,800073,3-Methyl-1-[2-(morpholin-4-yl)ethyl]thiourea,CNC(=S)NCCN1CCOCC1,,,,,,
73,800074,"(1R,2R)-2-[(2-methoxyphenyl)methylcarbamoyl]cyclohexane-1-carboxylic acid",COC1=CC=CC=C1CNC(=O)[C@@H]2CCCC[C@H]2C(=O)O,,,,,,
