,CID,name,smiles,7.1-Drug Indication,8.1-Pharmacodynamics,8.2-MeSH Pharmacological Classification,"8.5-Absorption, Distribution and Excretion",8.6-Metabolism/Metabolites,8.7-Biological Half-Life
0,3280001,"N-[[2,5-dimethyl-1-(2-methyl-4-oxoquinazolin-3-yl)pyrrol-3-yl]methylideneamino]-2-fluorobenzamide",CC1=CC(=C(N1N2C(=NC3=CC=CC=C3C2=O)C)C)C=NNC(=O)C4=CC=CC=C4F,,,,,,
1,3280002,"N-[1-[5-[2-(3-bromoanilino)-2-oxoethyl]sulfanyl-4-ethyl-1,2,4-triazol-3-yl]ethyl]-4-chlorobenzamide",CCN1C(=NN=C1SCC(=O)NC2=CC(=CC=C2)Br)C(C)NC(=O)C3=CC=C(C=C3)Cl,,,,,,
2,3280003,Ethyl 2-[2-ethoxy-4-[[[3-(2-ethylanilino)-3-oxopropanoyl]hydrazinylidene]methyl]-6-iodophenoxy]acetate,CCC1=CC=CC=C1NC(=O)CC(=O)NN=CC2=CC(=C(C(=C2)I)OCC(=O)OCC)OCC,,,,,,
3,3280004,4-methoxy-N-[3-methyl-1-oxo-1-[2-[(4-propan-2-ylphenyl)methylidene]hydrazinyl]butan-2-yl]benzamide,CC(C)C1=CC=C(C=C1)C=NNC(=O)C(C(C)C)NC(=O)C2=CC=C(C=C2)OC,,,,,,
4,3280005,"3-[2-oxo-3-[3-(trifluoromethyl)phenyl]propyl]-3,4-dihydro-1H-quinoxalin-2-one",C1=CC=C2C(=C1)NC(C(=O)N2)CC(=O)CC3=CC(=CC=C3)C(F)(F)F,,,,,,
5,3280006,N-benzyl-4-chloro-N-(2-hydroxyethyl)benzamide,C1=CC=C(C=C1)CN(CCO)C(=O)C2=CC=C(C=C2)Cl,,,,,,
6,3280007,4-chloro-N-cyclohexyl-N-ethylbenzamide,CCN(C1CCCCC1)C(=O)C2=CC=C(C=C2)Cl,,,,,,
7,3280008,4-chloro-N-cyclohexyl-N-(2-hydroxyethyl)benzamide,C1CCC(CC1)N(CCO)C(=O)C2=CC=C(C=C2)Cl,,,,,,
8,3280009,4-chloro-N-(4-methylpentyl)benzamide,CC(C)CCCNC(=O)C1=CC=C(C=C1)Cl,,,,,,
9,3280010,4-chloro-N-ethyl-N-(pyridin-4-ylmethyl)benzamide,CCN(CC1=CC=NC=C1)C(=O)C2=CC=C(C=C2)Cl,,,,,,
10,3280011,"(4-Chlorophenyl)-(2-naphthalen-1-yl-4,5-dihydroimidazol-1-yl)methanone",C1CN(C(=N1)C2=CC=CC3=CC=CC=C32)C(=O)C4=CC=C(C=C4)Cl,,,,,,
11,3280012,Azocan-1-yl-(4-chlorophenyl)methanone,C1CCCN(CCC1)C(=O)C2=CC=C(C=C2)Cl,,,,,,
12,3280013,3-nitro-N-[(2-propan-2-ylphenyl)methyl]benzamide,CC(C)C1=CC=CC=C1CNC(=O)C2=CC(=CC=C2)[N+](=O)[O-],,,,,,
13,3280014,N-(1-benzylpiperidin-4-yl)-3-nitrobenzamide,C1CN(CCC1NC(=O)C2=CC(=CC=C2)[N+](=O)[O-])CC3=CC=CC=C3,,,,,,
14,3280015,N-benzyl-N-(2-hydroxyethyl)-3-nitrobenzamide,C1=CC=C(C=C1)CN(CCO)C(=O)C2=CC(=CC=C2)[N+](=O)[O-],,,,,,
15,3280016,N-benzyl-N-tert-butyl-3-nitrobenzamide,CC(C)(C)N(CC1=CC=CC=C1)C(=O)C2=CC(=CC=C2)[N+](=O)[O-],,,,,,
16,3280017,N-cyclohexyl-N-ethyl-3-nitrobenzamide,CCN(C1CCCCC1)C(=O)C2=CC(=CC=C2)[N+](=O)[O-],,,,,,
17,3280018,N-cyclohexyl-N-(2-hydroxyethyl)-3-nitrobenzamide,C1CCC(CC1)N(CCO)C(=O)C2=CC(=CC=C2)[N+](=O)[O-],,,,,,
18,3280019,Ethyl 4-(3-nitrobenzoyl)piperazine-1-carboxylate,CCOC(=O)N1CCN(CC1)C(=O)C2=CC(=CC=C2)[N+](=O)[O-],,,,,,
19,3280020,N-(4-methylpentyl)-3-nitrobenzamide,CC(C)CCCNC(=O)C1=CC(=CC=C1)[N+](=O)[O-],,,,,,
20,3280021,N-[3-(diethylamino)propyl]-3-nitrobenzamide,CCN(CC)CCCNC(=O)C1=CC(=CC=C1)[N+](=O)[O-],,,,,,
21,3280022,"1-(2-bromophenyl)-3-(thiophen-2-ylmethyl)-5,6-dihydro-4H-pyrrolo[2,3-c]pyrazole",C1CNC2=C1C(=NN2C3=CC=CC=C3Br)CC4=CC=CS4,,,,,,
22,3280023,"1-(3-chloro-2-methylphenyl)-3-(furan-2-yl)-5,6-dihydro-4H-pyrrolo[2,3-c]pyrazole",CC1=C(C=CC=C1Cl)N2C3=C(CCN3)C(=N2)C4=CC=CO4,,,,,,
23,3280024,"3-[2-chloro-5-(trifluoromethyl)phenyl]-1-[3-(trifluoromethyl)phenyl]-5,6-dihydro-4H-pyrrolo[2,3-c]pyrazole",C1CNC2=C1C(=NN2C3=CC=CC(=C3)C(F)(F)F)C4=C(C=CC(=C4)C(F)(F)F)Cl,,,,,,
24,3280025,"1-(4-chloro-2-methylphenyl)-3-(3,5-dimethylphenyl)-5,6-dihydro-4H-pyrrolo[2,3-c]pyrazole",CC1=CC(=CC(=C1)C2=NN(C3=C2CCN3)C4=C(C=C(C=C4)Cl)C)C,,,,,,
