,CID,name,smiles,7.1-Drug Indication,8.1-Pharmacodynamics,8.2-MeSH Pharmacological Classification,"8.5-Absorption, Distribution and Excretion",8.6-Metabolism/Metabolites,8.7-Biological Half-Life
0,805001,3-{(Z)-1-[3-(hydroxymethyl)anilino]methylidene}-1-methyl-1H-indol-2-one,CN1C2=CC=CC=C2C(=C1O)C=NC3=CC=CC(=C3)CO,,,,,,
1,805002,2-{[(2-Fluorophenyl)carbonyl]amino}-5-phenylthiophene-3-carboxylic acid,C1=CC=C(C=C1)C2=CC(=C(S2)NC(=O)C3=CC=CC=C3F)C(=O)O,,,,,,
2,805003,Ethyl 2-[(3-methylbutanoyl)amino]-5-phenyl-3-thiophenecarboxylate,CCOC(=O)C1=C(SC(=C1)C2=CC=CC=C2)NC(=O)CC(C)C,,,,,,
3,805004,"2-oxo-N-[3-(trifluoromethyl)phenyl]-1,2-dihydroquinoline-4-carboxamide",C1=CC=C2C(=C1)C(=CC(=O)N2)C(=O)NC3=CC=CC(=C3)C(F)(F)F,,,,,,
4,805005,1-Cycloheptyl-4-(4-methoxybenzoyl)piperazine,COC1=CC=C(C=C1)C(=O)N2CCN(CC2)C3CCCCCC3,,,,,,
5,805006,N~1~-phenethyl-2-(9H-purin-6-ylsulfanyl)acetamide,C1=CC=C(C=C1)CCNC(=O)CSC2=NC=NC3=C2NC=N3,,,,,,
6,805007,2-[(8-methoxy-4-methyl-6-oxo-6H-benzo[c]chromen-3-yl)oxy]acetamide,CC1=C(C=CC2=C1OC(=O)C3=C2C=CC(=C3)OC)OCC(=O)N,,,,,,
7,805008,"(3S)-1-(2,3-dimethylphenyl)-N-(3-methoxyphenyl)-5-oxopyrrolidine-3-carboxamide",CC1=C(C(=CC=C1)N2C[C@H](CC2=O)C(=O)NC3=CC(=CC=C3)OC)C,,,,,,
8,805009,"(3R)-1-(2,3-dimethylphenyl)-N-(3-methoxyphenyl)-5-oxopyrrolidine-3-carboxamide",CC1=C(C(=CC=C1)N2C[C@@H](CC2=O)C(=O)NC3=CC(=CC=C3)OC)C,,,,,,
9,805010,N-[2-(1-pyrrolidinylcarbonyl)phenyl]-1-naphthamide,C1CCN(C1)C(=O)C2=CC=CC=C2NC(=O)C3=CC=CC4=CC=CC=C43,,,,,,
10,805011,N-(3-ethylphenyl)-4-methoxybenzenesulfonamide,CCC1=CC(=CC=C1)NS(=O)(=O)C2=CC=C(C=C2)OC,,,,,,
11,805012,S-(1-cyclohexyl-1H-tetrazol-5-yl) 2-thiophenecarbothioate,C1CCC(CC1)N2C(=NN=N2)SC(=O)C3=CC=CS3,,,,,,
12,805013,(3S)-1-(4-methoxyphenyl)-N-[(2-methylphenyl)methyl]-5-oxopyrrolidine-3-carboxamide,CC1=CC=CC=C1CNC(=O)[C@H]2CC(=O)N(C2)C3=CC=C(C=C3)OC,,,,,,
13,805014,(3R)-1-(4-methoxyphenyl)-N-[(2-methylphenyl)methyl]-5-oxopyrrolidine-3-carboxamide,CC1=CC=CC=C1CNC(=O)[C@@H]2CC(=O)N(C2)C3=CC=C(C=C3)OC,,,,,,
14,805015,"1,1,1,3,3,3-Hexafluoro-2-(4-(methylamino)phenyl)propan-2-OL",CNC1=CC=C(C=C1)C(C(F)(F)F)(C(F)(F)F)O,,,,,,
15,805016,N-(4-isopropylbenzyl)-2-quinolinecarboxamide,CC(C)C1=CC=C(C=C1)CNC(=O)C2=NC3=CC=CC=C3C=C2,,,,,,
16,805017,1-(4-Fluorophenyl)-2-[4-(4-methoxyphenyl)piperazin-1-yl]ethanone,COC1=CC=C(C=C1)N2CCN(CC2)CC(=O)C3=CC=C(C=C3)F,,,,,,
17,805018,N-(4-methylphenyl)-2-(2-methylquinazolin-4-yl)sulfanylacetamide,CC1=CC=C(C=C1)NC(=O)CSC2=NC(=NC3=CC=CC=C32)C,,,,,,
18,805019,3-chloro-N-(pyridin-2-yl)-1-benzothiophene-2-carboxamide,C1=CC=C2C(=C1)C(=C(S2)C(=O)NC3=CC=CC=N3)Cl,,,,,,
19,805020,"Ethyl 2-[[4-(4-fluorophenyl)-1,3-thiazol-2-yl]-methylamino]acetate",CCOC(=O)CN(C)C1=NC(=CS1)C2=CC=C(C=C2)F,,,,,,
20,805021,CID 805021,C[C@@H]1C(=O)N=C(S1)NC(=O)C2=CC=CC=C2C,,,,,,
21,805022,CID 805022,C[C@H]1C(=O)N=C(S1)NC(=O)C2=CC=CC=C2C,,,,,,
22,805023,"3-chloro-N-(5-ethyl-1,3,4-thiadiazol-2-yl)-1-benzothiophene-2-carboxamide",CCC1=NN=C(S1)NC(=O)C2=C(C3=CC=CC=C3S2)Cl,,,,,,
