,CID,name,smiles,7.1-Drug Indication,8.1-Pharmacodynamics,8.2-MeSH Pharmacological Classification,"8.5-Absorption, Distribution and Excretion",8.6-Metabolism/Metabolites,8.7-Biological Half-Life
0,2415001,"N-[4-(diethylsulfamoyl)phenyl]-2-[[5-(1H-indol-3-yl)-1,3,4-oxadiazol-2-yl]sulfanyl]acetamide",CCN(CC)S(=O)(=O)C1=CC=C(C=C1)NC(=O)CSC2=NN=C(O2)C3=CNC4=CC=CC=C43,,,,,,
1,2415002,N-[4-(1-piperidinyl)phenyl]-2-quinolinecarboxamide,C1CCN(CC1)C2=CC=C(C=C2)NC(=O)C3=NC4=CC=CC=C4C=C3,,,,,,
2,2415003,"N-cyclohexyl-N-(1,3-thiazol-2-yl)-2-(2,4,5-trichlorophenoxy)acetamide",C1CCC(CC1)N(C2=NC=CS2)C(=O)COC3=CC(=C(C=C3Cl)Cl)Cl,,,,,,
3,2415004,CID 2415004,COC1=CC2=C(C=C1)C(=CC(=[NH+]2)SCC(=O)C3=CC=CC=C3OC)C4=CC=CC=C4,,,,,,
4,2415005,1-(2-Methoxyphenyl)-2-(7-methoxy-4-phenylquinolin-2-yl)sulfanylethanone,COC1=CC2=C(C=C1)C(=CC(=N2)SCC(=O)C3=CC=CC=C3OC)C4=CC=CC=C4,,,,,,
5,2415006,CID 2415006,CC1=CC=CC=C1N=C2N(C(CS2)(C)C)C(=O)/C(=C\C3=CC4=C(C=C3)OCO4)/C#N,,,,,,
6,2415007,4-(1H-indol-3-yl)-N-(4-morpholin-4-ylsulfonylphenyl)butanamide,C1COCCN1S(=O)(=O)C2=CC=C(C=C2)NC(=O)CCCC3=CNC4=CC=CC=C43,,,,,,
7,2415008,"(E)-3-(1,3-benzodioxol-5-yl)-2-[4,4-dimethyl-2-(2-methylphenyl)imino-1,3-thiazolidine-3-carbonyl]prop-2-enenitrile",CC1=CC=CC=C1N=C2N(C(CS2)(C)C)C(=O)/C(=C/C3=CC4=C(C=C3)OCO4)/C#N,,,,,,
8,2415009,"2-O-[2-[[(1R,2R,3R)-2,3-dimethylcyclohexyl]amino]-2-oxoethyl] 4-O-ethyl 3,5-dimethyl-1H-pyrrole-2,4-dicarboxylate",CCOC(=O)C1=C(NC(=C1C)C(=O)OCC(=O)N[C@@H]2CCC[C@H]([C@H]2C)C)C,,,,,,
9,2415010,[2-(2-Benzoylhydrazinyl)-2-oxoethyl] 3-(methylsulfamoyl)benzoate,CNS(=O)(=O)C1=CC=CC(=C1)C(=O)OCC(=O)NNC(=O)C2=CC=CC=C2,,,,,,
