,CID,name,smiles,7.1-Drug Indication,8.1-Pharmacodynamics,8.2-MeSH Pharmacological Classification,"8.5-Absorption, Distribution and Excretion",8.6-Metabolism/Metabolites,8.7-Biological Half-Life
0,3210001,1-[(4-Methoxyphenyl)-[1-[(4-methoxyphenyl)methyl]tetrazol-5-yl]methyl]piperidine-4-carboxamide,COC1=CC=C(C=C1)CN2C(=NN=N2)C(C3=CC=C(C=C3)OC)N4CCC(CC4)C(=O)N,,,,,,
1,3210002,"1-(2,3-Dimethylphenyl)-4-[(2-methoxyphenyl)-[1-[(4-methoxyphenyl)methyl]tetrazol-5-yl]methyl]piperazine",CC1=C(C(=CC=C1)N2CCN(CC2)C(C3=CC=CC=C3OC)C4=NN=NN4CC5=CC=C(C=C5)OC)C,,,,,,
2,3210003,"1-(2,5-Dimethylphenyl)-4-[(2-methoxyphenyl)-[1-[(4-methoxyphenyl)methyl]tetrazol-5-yl]methyl]piperazine",CC1=CC(=C(C=C1)C)N2CCN(CC2)C(C3=CC=CC=C3OC)C4=NN=NN4CC5=CC=C(C=C5)OC,,,,,,
3,3210004,1-Ethyl-4-[(2-methoxyphenyl)-[1-[(4-methoxyphenyl)methyl]tetrazol-5-yl]methyl]piperazine,CCN1CCN(CC1)C(C2=CC=CC=C2OC)C3=NN=NN3CC4=CC=C(C=C4)OC,,,,,,
4,3210005,1-[(2-Methoxyphenyl)-[1-[(4-methoxyphenyl)methyl]tetrazol-5-yl]methyl]-4-phenylpiperazine,COC1=CC=C(C=C1)CN2C(=NN=N2)C(C3=CC=CC=C3OC)N4CCN(CC4)C5=CC=CC=C5,,,,,,
5,3210006,1-(2-Fluorophenyl)-4-[(2-methoxyphenyl)-[1-[(4-methoxyphenyl)methyl]tetrazol-5-yl]methyl]piperazine,COC1=CC=C(C=C1)CN2C(=NN=N2)C(C3=CC=CC=C3OC)N4CCN(CC4)C5=CC=CC=C5F,,,,,,
6,3210007,1-(4-Fluorophenyl)-4-[(2-methoxyphenyl)-[1-[(4-methoxyphenyl)methyl]tetrazol-5-yl]methyl]piperazine,COC1=CC=C(C=C1)CN2C(=NN=N2)C(C3=CC=CC=C3OC)N4CCN(CC4)C5=CC=C(C=C5)F,,,,,,
7,3210008,"1-[(3,4-Dimethoxyphenyl)-[1-[(4-methoxyphenyl)methyl]tetrazol-5-yl]methyl]-4-ethylpiperazine",CCN1CCN(CC1)C(C2=CC(=C(C=C2)OC)OC)C3=NN=NN3CC4=CC=C(C=C4)OC,,,,,,
8,3210009,"1-[(3,4-Dimethoxyphenyl)-[1-[(4-methoxyphenyl)methyl]tetrazol-5-yl]methyl]-4-prop-2-enylpiperazine",COC1=CC=C(C=C1)CN2C(=NN=N2)C(C3=CC(=C(C=C3)OC)OC)N4CCN(CC4)CC=C,,,,,,
9,3210010,"1-Cyclopentyl-4-[(3,4-dimethoxyphenyl)-[1-[(4-methoxyphenyl)methyl]tetrazol-5-yl]methyl]piperazine",COC1=CC=C(C=C1)CN2C(=NN=N2)C(C3=CC(=C(C=C3)OC)OC)N4CCN(CC4)C5CCCC5,,,,,,
10,3210011,"1-[[1-[(4-Methoxyphenyl)methyl]tetrazol-5-yl]-(3,4,5-trimethoxyphenyl)methyl]piperidine-4-carboxamide",COC1=CC=C(C=C1)CN2C(=NN=N2)C(C3=CC(=C(C(=C3)OC)OC)OC)N4CCC(CC4)C(=O)N,,,,,,
