,CID,name,smiles,7.1-Drug Indication,8.1-Pharmacodynamics,8.2-MeSH Pharmacological Classification,"8.5-Absorption, Distribution and Excretion",8.6-Metabolism/Metabolites,8.7-Biological Half-Life
0,1240001,CID 1240001,CC(C)C1=CC=C(C=C1)C=NNC(=O)[C@H](C2=CC=CC=C2)OC,,,,,,
1,1240002,2-cyano-N-[(4-propan-2-yloxyphenyl)methylideneamino]acetamide,CC(C)OC1=CC=C(C=C1)C=NNC(=O)CC#N,,,,,,
2,1240003,(2S)-1-(4-nitrophenyl)-N-propan-2-ylpropan-2-amine,C[C@@H](CC1=CC=C(C=C1)[N+](=O)[O-])NC(C)C,,,,,,
3,1240004,(2R)-1-(4-nitrophenyl)-N-propan-2-ylpropan-2-amine,C[C@H](CC1=CC=C(C=C1)[N+](=O)[O-])NC(C)C,,,,,,
4,1240005,CID 1240005,CC1=CC(=CC=C1)C=NNC(=O)CSCC2=CC=CC=C2,,,,,,
5,1240006,CID 1240006,CC1=CC(=CC=C1)NC(=O)[C@@H]2[C@@H]3C[C@H]([C@H]2C(=O)NC4=CC=CC(=C4)C)C=C3,,,,,,
6,1240007,"(1S)-N-[(3-bromophenyl)methylideneamino]-2,2-dicyclopropylcyclopropane-1-carboxamide",C1CC1C2(C[C@@H]2C(=O)NN=CC3=CC(=CC=C3)Br)C4CC4,,,,,,
7,1240008,"(1R)-N-[(3-bromophenyl)methylideneamino]-2,2-dicyclopropylcyclopropane-1-carboxamide",C1CC1C2(C[C@H]2C(=O)NN=CC3=CC(=CC=C3)Br)C4CC4,,,,,,
8,1240009,CID 1240009,C1CCC[C@H]2[C@H](C2C(=O)NN=CC3=CC=NC=C3)CC1,,,,,,
9,1240010,"(5E)-5-[(4-hydroxyphenyl)methylidene]-3-[(4-iodoanilino)methyl]-2-sulfanylidene-1,3-thiazolidin-4-one",C1=CC(=CC=C1/C=C/2\C(=O)N(C(=S)S2)CNC3=CC=C(C=C3)I)O,,,,,,
10,1240011,"(5Z)-5-[(4-hydroxyphenyl)methylidene]-3-[(4-iodoanilino)methyl]-2-sulfanylidene-1,3-thiazolidin-4-one",C1=CC(=CC=C1/C=C\2/C(=O)N(C(=S)S2)CNC3=CC=C(C=C3)I)O,,,,,,
11,1240012,1-(2-bromoethyl)-N-phenyl-1H-imidazole-4-carboxamide,C1=CC=C(C=C1)NC(=O)C2=CN(C=N2)CCBr,,,,,,
12,1240013,CID 1240013,CC1(CC(=O)CC(N1S(=O)(=O)C2=CC=C(C=C2)C(C)(C)C)(C)C)C,,,,,,
13,1240014,4-(Piperonylideneamino)phenyl sulfone,C1OC2=C(O1)C=C(C=C2)C=NC3=CC=C(C=C3)S(=O)(=O)C4=CC=C(C=C4)N=CC5=CC6=C(C=C5)OCO6,,,,,,
14,1240015,"isothiazolo[4,5-f][1,2]benzisothiazole-3,5(2H,6H)-dione 1,1,7,7-tetraoxide",C1=C2C(=CC3=C1C(=O)NS3(=O)=O)S(=O)(=O)NC2=O,,,,,,
15,1240016,2-[(4-Chloro-3-morpholin-4-ylsulfonylbenzoyl)amino]benzoic acid,C1COCCN1S(=O)(=O)C2=C(C=CC(=C2)C(=O)NC3=CC=CC=C3C(=O)O)Cl,,,,,,
16,1240017,CID 1240017,CC1=C(C(=CC=C1)NC2=C3C=CC=CC3=NC2=O)C,,,,,,
17,1240018,N-[(3-methoxyphenyl)methylideneamino]-2-quinolin-8-ylsulfanylacetamide,COC1=CC=CC(=C1)C=NNC(=O)CSC2=CC=CC3=C2N=CC=C3,,,,,,
18,1240019,[(1-Benzoyl-2-oxoindol-3-ylidene)amino] benzoate,C1=CC=C(C=C1)C(=O)N2C3=CC=CC=C3C(=NOC(=O)C4=CC=CC=C4)C2=O,,,,,,
19,1240020,N'-[(2-hydroxynaphthalen-1-yl)methylidene]-2-(quinolin-8-ylsulfanyl)acetohydrazide,C1=CC=C2C(=C1)C=CC(=C2C=NNC(=O)CSC3=CC=CC4=C3N=CC=C4)O,,,,,,
20,1240021,quinolin-8-yl N-(3-ethoxyphenyl)carbamate,CCOC1=CC=CC(=C1)NC(=O)OC2=CC=CC3=C2N=CC=C3,,,,,,
21,1240022,3-chloro-N-(3-methoxy-5-nitrophenyl)benzamide,COC1=CC(=CC(=C1)[N+](=O)[O-])NC(=O)C2=CC(=CC=C2)Cl,,,,,,
22,1240023,"Ethyl 2-[(2,2-difluoroacetyl)amino]-4,5,6,7-tetrahydro-1-benzothiophene-3-carboxylate",CCOC(=O)C1=C(SC2=C1CCCC2)NC(=O)C(F)F,,,,,,
23,1240024,N-(3-bromo-4-methoxybenzylidene)-N-[4-(4-morpholinyl)phenyl]amine,COC1=C(C=C(C=C1)C=NC2=CC=C(C=C2)N3CCOCC3)Br,,,,,,
24,1240025,"2,4-Dibromo-6-(quinolin-5-yliminomethyl)benzene-1,3-diol",C1=CC2=C(C=CC=N2)C(=C1)N=CC3=CC(=C(C(=C3O)Br)O)Br,,,,,,
25,1240026,"1-(3-Hydroxyanilino)-3-methylpyrido[1,2-a]benzimidazole-4-carbonitrile",CC1=C(C2=NC3=CC=CC=C3N2C(=C1)NC4=CC(=CC=C4)O)C#N,,,,,,
26,1240027,"2,2'-[Pyridine-2,6-diylbis(methanediylsulfanediyl)]bis(1,3-benzoxazole)",C1=CC=C2C(=C1)N=C(O2)SCC3=NC(=CC=C3)CSC4=NC5=CC=CC=C5O4,,,,,,
27,1240028,"3-(1,3,6,7-Tetrahydro-1,3-dioxo-2H-indeno[6,7,1-def]isoquinolin-2-yl)benzoic acid",C1CC2=CC=C3C4=C(C=CC1=C24)C(=O)N(C3=O)C5=CC=CC(=C5)C(=O)O,,,,,,
28,1240029,4-Bromo-2-[[2-morpholin-4-yl-5-(trifluoromethyl)phenyl]iminomethyl]phenol,C1COCCN1C2=C(C=C(C=C2)C(F)(F)F)N=CC3=C(C=CC(=C3)Br)O,,,,,,
29,1240030,CID 1240030,C[C@@H]1CC2=C(C=CC(=C2)OC(=O)OC)C(=NOC(=O)OC)C1,,,,,,
30,1240031,CID 1240031,CC(=O)N1[C@H]([C@@H]2CCCC(=CC3=CC=C(C=C3)F)C2=N1)C4=CC=C(C=C4)F,,,,,,
31,1240032,N-[[4-(diethylamino)phenyl]methylideneamino]-2-(4-propylphenoxy)acetamide,CCCC1=CC=C(C=C1)OCC(=O)NN=CC2=CC=C(C=C2)N(CC)CC,,,,,,
32,1240033,[(3-Bromophenyl)methylideneamino] benzoate,C1=CC=C(C=C1)C(=O)ON=CC2=CC(=CC=C2)Br,,,,,,
33,1240034,"2,4-Dibromo-6-({[3-(dimethylamino)-4-methylphenyl]imino}methyl)phenol",CC1=C(C=C(C=C1)N=CC2=C(C(=CC(=C2)Br)Br)O)N(C)C,,,,,,
34,1240035,N-[(4-ethoxyphenyl)methylideneamino]naphthalene-1-carboxamide,CCOC1=CC=C(C=C1)C=NNC(=O)C2=CC=CC3=CC=CC=C32,,,,,,
35,1240036,N-[1-(4-ethylphenyl)ethylideneamino]-2-phenylacetamide,CCC1=CC=C(C=C1)C(=NNC(=O)CC2=CC=CC=C2)C,,,,,,
36,1240037,"1,3,3a,4,6-pentamethyl-6aH-imidazo[4,5-d]imidazole-2,5-dione",CC12C(N(C(=O)N1C)C)N(C(=O)N2C)C,,,,,,
37,1240038,N-(1-naphthyl)-4-phenylbutanamide,C1=CC=C(C=C1)CCCC(=O)NC2=CC=CC3=CC=CC=C32,,,,,,
38,1240039,"4-Chloro-2-{[(2-phenyl-1,3-benzoxazol-5-yl)imino]methyl}phenol",C1=CC=C(C=C1)C2=NC3=C(O2)C=CC(=C3)N=CC4=C(C=CC(=C4)Cl)O,,,,,,
39,1240040,"2,4-Dibromo-6-{[(4-ethoxyphenyl)imino]methyl}phenol",CCOC1=CC=C(C=C1)N=CC2=C(C(=CC(=C2)Br)Br)O,,,,,,
40,1240041,4-chloro-2-{(E)-[(4-ethoxyphenyl)imino]methyl}phenol,CCOC1=CC=C(C=C1)N=CC2=C(C=CC(=C2)Cl)O,,,,,,
41,1240042,4-fluoro-N-[4-[(4-methoxyphenyl)methylideneamino]phenyl]benzamide,COC1=CC=C(C=C1)C=NC2=CC=C(C=C2)NC(=O)C3=CC=C(C=C3)F,,,,,,
42,1240043,4-[(4-Propan-2-ylphenyl)methylideneamino]benzamide,CC(C)C1=CC=C(C=C1)C=NC2=CC=C(C=C2)C(=O)N,,,,,,
43,1240044,"4-[(3-Iodophenyl)methylidene]-2-methyl-1,3-oxazol-5-one",CC1=NC(=CC2=CC(=CC=C2)I)C(=O)O1,,,,,,
44,1240045,4-Bromo-2-{[(4-chlorophenyl)imino]methyl}-6-methoxyphenol,COC1=CC(=CC(=C1O)C=NC2=CC=C(C=C2)Cl)Br,,,,,,
45,1240046,"4-Bromo-2-[(2,5-dimethylphenyl)iminomethyl]-6-methoxyphenol",CC1=CC(=C(C=C1)C)N=CC2=C(C(=CC(=C2)Br)OC)O,,,,,,
46,1240047,4-Bromo-2-({[4-(dimethylamino)phenyl]imino}methyl)-6-methoxyphenol,CN(C)C1=CC=C(C=C1)N=CC2=C(C(=CC(=C2)Br)OC)O,,,,,,
47,1240048,"3,4-Dibromo-2-{[(4-bromophenyl)imino]methyl}-6-methoxyphenol",COC1=CC(=C(C(=C1O)C=NC2=CC=C(C=C2)Br)Br)Br,,,,,,
48,1240049,N-[[4-(diethylamino)-2-methoxyphenyl]methylideneamino]-2-(2H-tetrazol-5-yl)acetamide,CCN(CC)C1=CC(=C(C=C1)C=NNC(=O)CC2=NNN=N2)OC,,,,,,
49,1240050,2-Hydroxy-4-(trifluoromethyl)pyrimidine,C1=C(NC(=O)N=C1)C(F)(F)F,,,,,,
50,1240051,CID 1240051,CC(=O)NC1=NNC(=N1)C2=CC=CC=C2Cl,,,,,,
51,1240052,"8-methoxy-2,4-dimethyl-1H-1,5-benzodiazepine",CC1=CC(=NC2=C(N1)C=C(C=C2)OC)C,,,,,,
52,1240053,4-Bromo-2-[(2-fluorobenzyl)sulfanyl]-6-phenylnicotinonitrile,C1=CC=C(C=C1)C2=NC(=C(C(=C2)Br)C#N)SCC3=CC=CC=C3F,,,,,,
53,1240054,CID 1240054,C1=CC=C(C=C1)C(=O)[C@]2([C@H]3C=CC4=C(N3[C@H]([C@@H]2C5=CC(=CC=C5)Cl)C#N)C=CC(=C4)O)C#N,,,,,,
54,1240055,6-Cyclopropyl-4-methyl-2-phenylsulfanylpyridine-3-carbonitrile,CC1=CC(=NC(=C1C#N)SC2=CC=CC=C2)C3CC3,,,,,,
55,1240056,"(1R)-3,3-dimethyl-1-prop-2-enyl-2,4-dihydro-1H-isoquinoline",CC1(CC2=CC=CC=C2[C@H](N1)CC=C)C,,,,,,
56,1240057,"(1S)-3,3-dimethyl-1-prop-2-enyl-2,4-dihydro-1H-isoquinoline",CC1(CC2=CC=CC=C2[C@@H](N1)CC=C)C,,,,,,
57,1240058,"4,5-Diamino-2-pyridin-4-ylcyclopenta-3,5-diene-1,3-dicarbonitrile",C1=CN=CC=C1C2C(=C(C(=C2C#N)N)N)C#N,,,,,,
58,1240059,"(1S,2S,3aS)-3,3-dicyano-2-(2,4-dimethylphenyl)-N-phenyl-2,3a-dihydro-1H-pyrrolo[1,2-a]quinoxaline-1-carboxamide",CC1=CC(=C(C=C1)[C@@H]2[C@H](N3[C@@H](C2(C#N)C#N)C=NC4=CC=CC=C43)C(=O)NC5=CC=CC=C5)C,,,,,,
59,1240060,CID 1240060,C1=CC=C(C=C1)[C@H]2[C@@H](N3[C@H](C2(C#N)C#N)C=CC4=C3C(=CC=C4)Cl)C(=O)NC5=CC=CC=C5,,,,,,
60,1240061,2-[(1R)-1-(4-bromophenyl)-3-oxo-3-(1H-pyrrol-2-yl)propyl]propanedinitrile,C1=CNC(=C1)C(=O)C[C@@H](C2=CC=C(C=C2)Br)C(C#N)C#N,,,,,,
61,1240062,2-[(1S)-1-(4-bromophenyl)-3-oxo-3-(1H-pyrrol-2-yl)propyl]propanedinitrile,C1=CNC(=C1)C(=O)C[C@H](C2=CC=C(C=C2)Br)C(C#N)C#N,,,,,,
62,1240063,2-[(1R)-1-(4-chlorophenyl)-3-oxo-3-(1H-pyrrol-2-yl)propyl]propanedinitrile,C1=CNC(=C1)C(=O)C[C@@H](C2=CC=C(C=C2)Cl)C(C#N)C#N,,,,,,
63,1240064,2-[(1S)-1-(4-chlorophenyl)-3-oxo-3-(1H-pyrrol-2-yl)propyl]propanedinitrile,C1=CNC(=C1)C(=O)C[C@H](C2=CC=C(C=C2)Cl)C(C#N)C#N,,,,,,
64,1240065,"(5E)-5-[(3-chlorophenyl)methylidene]-3-(morpholin-4-ylmethyl)-2-sulfanylidene-1,3-thiazolidin-4-one",C1COCCN1CN2C(=O)/C(=C\C3=CC(=CC=C3)Cl)/SC2=S,,,,,,
65,1240066,CID 1240066,C1COCCN1CN2C(=O)/C(=C/C3=CC(=CC=C3)Cl)/SC2=S,,,,,,
66,1240067,N-[[4-(N-methylanilino)phenyl]methylideneamino]pyridine-3-carboxamide,CN(C1=CC=CC=C1)C2=CC=C(C=C2)C=NNC(=O)C3=CN=CC=C3,,,,,,
67,1240068,"2-(2-Chlorophenyl)-4-[(3-iodophenyl)methylidene]-1,3-oxazol-5-one",C1=CC=C(C(=C1)C2=NC(=CC3=CC(=CC=C3)I)C(=O)O2)Cl,,,,,,
68,1240069,"N-(4-ethylphenyl)-2,2,2-trifluoro-N-[(3-iodophenyl)methyl]acetamide",CCC1=CC=C(C=C1)N(CC2=CC(=CC=C2)I)C(=O)C(F)(F)F,,,,,,
69,1240070,"4-[(3-Iodophenyl)methylidene]-2-(3-methylphenyl)-1,3-oxazol-5-one",CC1=CC(=CC=C1)C2=NC(=CC3=CC(=CC=C3)I)C(=O)O2,,,,,,
70,1240071,"(4E)-2-(4-fluorophenyl)-4-[(3-iodophenyl)methylidene]-1,3-oxazol-5-one",C1=CC(=CC(=C1)I)/C=C/2\C(=O)OC(=N2)C3=CC=C(C=C3)F,,,,,,
71,1240072,"(4Z)-2-(4-fluorophenyl)-4-[(3-iodophenyl)methylidene]-1,3-oxazol-5-one",C1=CC(=CC(=C1)I)/C=C\2/C(=O)OC(=N2)C3=CC=C(C=C3)F,,,,,,
72,1240073,"1-(2,4-dichloro-5-nitrophenyl)-N-(2,4,6-trimethylphenyl)methanimine",CC1=CC(=C(C(=C1)C)N=CC2=CC(=C(C=C2Cl)Cl)[N+](=O)[O-])C,,,,,,
