,CID,name,smiles,7.1-Drug Indication,8.1-Pharmacodynamics,8.2-MeSH Pharmacological Classification,"8.5-Absorption, Distribution and Excretion",8.6-Metabolism/Metabolites,8.7-Biological Half-Life
0,1165001,"5-(furan-2-yl)-N-(3-methoxyphenyl)-7-(trifluoromethyl)pyrazolo[1,5-a]pyrimidine-2-carboxamide",COC1=CC=CC(=C1)NC(=O)C2=NN3C(=CC(=NC3=C2)C4=CC=CO4)C(F)(F)F,,,,,,
1,1165002,N-[(6-methoxy-2-oxo-1H-quinolin-3-yl)methyl]-N-(thiophen-2-ylmethyl)benzenesulfonamide,COC1=CC2=C(C=C1)NC(=O)C(=C2)CN(CC3=CC=CS3)S(=O)(=O)C4=CC=CC=C4,,,,,,
2,1165003,"N-(2,6-dimethylphenyl)-5-(furan-2-yl)-7-(trifluoromethyl)pyrazolo[1,5-a]pyrimidine-2-carboxamide",CC1=C(C(=CC=C1)C)NC(=O)C2=NN3C(=CC(=NC3=C2)C4=CC=CO4)C(F)(F)F,,,,,,
3,1165004,N-[(6-methoxy-2-oxo-1H-quinolin-3-yl)methyl]-4-methyl-N-(thiophen-2-ylmethyl)benzenesulfonamide,CC1=CC=C(C=C1)S(=O)(=O)N(CC2=CC=CS2)CC3=CC4=C(C=CC(=C4)OC)NC3=O,,,,,,
4,1165005,"5-(furan-2-yl)-N-(4-methoxy-2-methylphenyl)-7-(trifluoromethyl)pyrazolo[1,5-a]pyrimidine-2-carboxamide",CC1=C(C=CC(=C1)OC)NC(=O)C2=NN3C(=CC(=NC3=C2)C4=CC=CO4)C(F)(F)F,,,,,,
5,1165006,4-methoxy-N-[(6-methoxy-2-oxo-1H-quinolin-3-yl)methyl]-N-(thiophen-2-ylmethyl)benzenesulfonamide,COC1=CC=C(C=C1)S(=O)(=O)N(CC2=CC=CS2)CC3=CC4=C(C=CC(=C4)OC)NC3=O,,,,,,
6,1165007,"N-(2-ethoxyphenyl)-5-(furan-2-yl)-7-(trifluoromethyl)pyrazolo[1,5-a]pyrimidine-2-carboxamide",CCOC1=CC=CC=C1NC(=O)C2=NN3C(=CC(=NC3=C2)C4=CC=CO4)C(F)(F)F,,,,,,
7,1165008,4-acetyl-N-[(6-methoxy-2-oxo-1H-quinolin-3-yl)methyl]-N-(thiophen-2-ylmethyl)benzenesulfonamide,CC(=O)C1=CC=C(C=C1)S(=O)(=O)N(CC2=CC=CS2)CC3=CC4=C(C=CC(=C4)OC)NC3=O,,,,,,
8,1165009,"N-(2,4-dimethylphenyl)-5-(furan-2-yl)-7-(trifluoromethyl)pyrazolo[1,5-a]pyrimidine-2-carboxamide",CC1=CC(=C(C=C1)NC(=O)C2=NN3C(=CC(=NC3=C2)C4=CC=CO4)C(F)(F)F)C,,,,,,
9,1165010,"5-(furan-2-yl)-N-(2-methylphenyl)-7-(trifluoromethyl)pyrazolo[1,5-a]pyrimidine-2-carboxamide",CC1=CC=CC=C1NC(=O)C2=NN3C(=CC(=NC3=C2)C4=CC=CO4)C(F)(F)F,,,,,,
10,1165011,methyl 2-[(6-methoxy-2-oxo-1H-quinolin-3-yl)methyl-(thiophen-2-ylmethyl)sulfamoyl]benzoate,COC1=CC2=C(C=C1)NC(=O)C(=C2)CN(CC3=CC=CS3)S(=O)(=O)C4=CC=CC=C4C(=O)OC,,,,,,
11,1165012,"N-(2,3-dimethylphenyl)-5-(furan-2-yl)-7-(trifluoromethyl)pyrazolo[1,5-a]pyrimidine-2-carboxamide",CC1=C(C(=CC=C1)NC(=O)C2=NN3C(=CC(=NC3=C2)C4=CC=CO4)C(F)(F)F)C,,,,,,
12,1165013,"N-[4-(dimethylamino)phenyl]-5-(furan-2-yl)-7-(trifluoromethyl)pyrazolo[1,5-a]pyrimidine-2-carboxamide",CN(C)C1=CC=C(C=C1)NC(=O)C2=NN3C(=CC(=NC3=C2)C4=CC=CO4)C(F)(F)F,,,,,,
13,1165014,methyl 3-[(6-methoxy-2-oxo-1H-quinolin-3-yl)methyl-(thiophen-2-ylmethyl)sulfamoyl]benzoate,COC1=CC2=C(C=C1)NC(=O)C(=C2)CN(CC3=CC=CS3)S(=O)(=O)C4=CC=CC(=C4)C(=O)OC,,,,,,
14,1165015,"N-(3-fluoro-4-methylphenyl)-5-(furan-2-yl)-7-(trifluoromethyl)pyrazolo[1,5-a]pyrimidine-2-carboxamide",CC1=C(C=C(C=C1)NC(=O)C2=NN3C(=CC(=NC3=C2)C4=CC=CO4)C(F)(F)F)F,,,,,,
15,1165016,methyl 4-[(6-methoxy-2-oxo-1H-quinolin-3-yl)methyl-(thiophen-2-ylmethyl)sulfamoyl]benzoate,COC1=CC2=C(C=C1)NC(=O)C(=C2)CN(CC3=CC=CS3)S(=O)(=O)C4=CC=C(C=C4)C(=O)OC,,,,,,
