,CID,name,smiles,7.1-Drug Indication,8.1-Pharmacodynamics,8.2-MeSH Pharmacological Classification,"8.5-Absorption, Distribution and Excretion",8.6-Metabolism/Metabolites,8.7-Biological Half-Life
0,2740001,"5-Acetyl-3,4-di(2-furyl)thiophene-2-carboxylic acid",CC(=O)C1=C(C(=C(S1)C(=O)O)C2=CC=CO2)C3=CC=CO3,,,,,,
1,2740002,1-[[3-[(4-Chlorophenyl)sulfanylmethyl]thiophen-2-yl]methyl]-3-(2-fluorophenyl)urea,C1=CC=C(C(=C1)NC(=O)NCC2=C(C=CS2)CSC3=CC=C(C=C3)Cl)F,,,,,,
2,2740003,1-[[3-[(4-Chlorophenoxy)methyl]thiophen-2-yl]methyl]pyrrole,C1=CN(C=C1)CC2=C(C=CS2)COC3=CC=C(C=C3)Cl,,,,,,
3,2740004,1-[[3-[(4-Chlorophenyl)sulfanylmethyl]thiophen-2-yl]methyl]-3-[3-(trifluoromethyl)phenyl]urea,C1=CC(=CC(=C1)NC(=O)NCC2=C(C=CS2)CSC3=CC=C(C=C3)Cl)C(F)(F)F,,,,,,
4,2740005,methyl N'-[[3-[(4-chlorophenoxy)methyl]thiophen-2-yl]methyl]-N-cyanocarbamimidothioate,CSC(=NCC1=C(C=CS1)COC2=CC=C(C=C2)Cl)NC#N,,,,,,
5,2740006,methyl N'-[[3-[(4-chlorophenyl)sulfanylmethyl]thiophen-2-yl]methyl]-N-cyanocarbamimidothioate,CSC(=NCC1=C(C=CS1)CSC2=CC=C(C=C2)Cl)NC#N,,,,,,
6,2740007,"4,5,6,7-tetrafluoro-N'-hydroxy-2-methyl-1-benzofuran-3-carboximidamide",CC1=C(C2=C(O1)C(=C(C(=C2F)F)F)F)C(=NO)N,,,,,,
7,2740008,"5-Cyano-3,4-bis(furan-2-yl)thiophene-2-carboxamide",C1=COC(=C1)C2=C(SC(=C2C3=CC=CO3)C(=O)N)C#N,,,,,,
8,2740009,N-(pyridin-3-ylcarbamoyl)-5-thiophen-2-ylthiophene-2-carboxamide,C1=CC(=CN=C1)NC(=O)NC(=O)C2=CC=C(S2)C3=CC=CS3,,,,,,
9,2740010,5-thiophen-2-yl-N-[[5-(trifluoromethyl)pyridin-2-yl]carbamoyl]thiophene-2-carboxamide,C1=CSC(=C1)C2=CC=C(S2)C(=O)NC(=O)NC3=NC=C(C=C3)C(F)(F)F,,,,,,
