,CID,name,smiles,7.1 Drug Indication,8.1 Pharmacodynamics,8.2 MeSH Pharmacological Classification,"8.5 Absorption,Distribution and Excretion",8.6 Metabolism/Metabolites,8.7 Biological Half-Life
1497,1901498,"2-[[4-(4-bromophenyl)-5-phenyl-1,2,4-triazol-3-yl]sulfanyl]-N-[(4-propoxyphenyl)methylideneamino]acetamide",CCCOC1=CC=C(C=C1)C=NNC(=O)CSC2=NN=C(N2C3=CC=C(C=C3)Br)C4=CC=CC=C4,,,,,,
1498,1901499,CID 1901499,COC1=CC=CC(=C1)C2=NC3=C(C=C2)C(=C(S3)C(=O)[NH+]=C4NN=C(S4)SCC=C)N,,,,,,
1499,1901500,"3-amino-6-(3-methoxyphenyl)-N-[(2E)-5-(prop-2-en-1-ylsulfanyl)-1,3,4-thiadiazol-2(3H)-ylidene]thieno[2,3-b]pyridine-2-carboxamide",COC1=CC=CC(=C1)C2=NC3=C(C=C2)C(=C(S3)C(=O)NC4=NN=C(S4)SCC=C)N,,,,,,
1500,1901501,"N-[(S)-(2,5-dimethoxyphenyl)-di(propan-2-yloxy)phosphorylmethyl]aniline",CC(C)OP(=O)([C@@H](C1=C(C=CC(=C1)OC)OC)NC2=CC=CC=C2)OC(C)C,,,,,,
1501,1901502,"N-[(R)-(2,5-dimethoxyphenyl)-di(propan-2-yloxy)phosphorylmethyl]aniline",CC(C)OP(=O)([C@H](C1=C(C=CC(=C1)OC)OC)NC2=CC=CC=C2)OC(C)C,,,,,,
1502,1901503,CID 1901503,C/C(=C\C1=CC=CO1)/C=NNC(=O)CSC2=NN=C(N2C3=CC=C(C=C3)Cl)C4=CC=C(C=C4)OC,,,,,,
1503,1901504,CID 1901504,C/C(=C/C1=CC=CO1)/C=NNC(=O)CSC2=NN=C(N2C3=CC=C(C=C3)Cl)C4=CC=C(C=C4)OC,,,,,,
1504,1901505,CID 1901505,CCOC1=CC=C(C=C1)N2[C@H]([C@@H](C(=O)C2=O)C(=O)/C=C\C3=CC=CC=C3)C4=CC=CC=C4[N+](=O)[O-],,,,,,
1505,1901506,CID 1901506,CCOC1=CC=C(C=C1)N2[C@@H]([C@H](C(=O)C2=O)C(=O)/C=C\C3=CC=CC=C3)C4=CC=CC=C4[N+](=O)[O-],,,,,,
1506,1901507,"(3S)-3-(1-benzylindol-3-yl)-1-(4-methylphenyl)pyrrolidine-2,5-dione",CC1=CC=C(C=C1)N2C(=O)C[C@H](C2=O)C3=CN(C4=CC=CC=C43)CC5=CC=CC=C5,,,,,,
1507,1901508,"(3R)-3-(1-benzylindol-3-yl)-1-(4-methylphenyl)pyrrolidine-2,5-dione",CC1=CC=C(C=C1)N2C(=O)C[C@@H](C2=O)C3=CN(C4=CC=CC=C43)CC5=CC=CC=C5,,,,,,
1508,1901509,"2-methoxyethyl (4S,5R)-4-(4-hydroxy-3-methoxyphenyl)-6-methylidene-2-oxo-1,3-diazinane-5-carboxylate",COCCOC(=O)[C@@H]1[C@H](NC(=O)NC1=C)C2=CC(=C(C=C2)O)OC,,,,,,
1509,1901510,"2-methoxyethyl (4R,5S)-4-(4-hydroxy-3-methoxyphenyl)-6-methylidene-2-oxo-1,3-diazinane-5-carboxylate",COCCOC(=O)[C@H]1[C@@H](NC(=O)NC1=C)C2=CC(=C(C=C2)O)OC,,,,,,
1510,1901511,"(10S,11R,15S,16R)-N-(4-chlorophenyl)-12,14-dioxo-13-phenyl-1,13-diazatetracyclo[8.6.0.02,7.011,15]hexadeca-2,4,6,8-tetraene-16-carboxamide",C1=CC=C(C=C1)N2C(=O)[C@H]3[C@@H]4C=CC5=CC=CC=C5N4[C@H]([C@H]3C2=O)C(=O)NC6=CC=C(C=C6)Cl,,,,,,
1511,1901512,CID 1901512,C1=CC=C(C=C1)C[N+]2=C(NC3=CC=CC=C32)SCC(=O)NN=CC4=CC=C(C=C4)C(F)(F)F,,,,,,
1512,1901513,5-[2-[(4-Carboxylato-5-methylfuran-2-yl)methylsulfanyl]ethylsulfanylmethyl]-2-methylfuran-3-carboxylate,CC1=C(C=C(O1)CSCCSCC2=CC(=C(O2)C)C(=O)[O-])C(=O)[O-],,,,,,
1513,1901514,5-({2-[(4-Carboxy-5-methyl(2-furyl))methylthio]ethylthio}methyl)-2-methylfuran-3-carboxylic acid,CC1=C(C=C(O1)CSCCSCC2=CC(=C(O2)C)C(=O)O)C(=O)O,,,,,,
1514,1901515,"2-[[(4R)-5-cyano-4-(2-fluorophenyl)-2-oxo-3,4-dihydro-1H-pyridin-6-yl]sulfanyl]-N-(2,4,6-trimethylphenyl)acetamide",CC1=CC(=C(C(=C1)C)NC(=O)CSC2=C([C@H](CC(=O)N2)C3=CC=CC=C3F)C#N)C,,,,,,
1515,1901516,"2-[[(4S)-5-cyano-4-(2-fluorophenyl)-2-oxo-3,4-dihydro-1H-pyridin-6-yl]sulfanyl]-N-(2,4,6-trimethylphenyl)acetamide",CC1=CC(=C(C(=C1)C)NC(=O)CSC2=C([C@@H](CC(=O)N2)C3=CC=CC=C3F)C#N)C,,,,,,
1516,1901517,"1-(4-bromophenyl)-N,4-diphenyl-5,6,7,8-tetrahydro-2a,4a-diazacyclopenta[cd]azulene-2-carbothioamide",C1CCN2C(=CN3C2=C(C1)C(=C3C(=S)NC4=CC=CC=C4)C5=CC=C(C=C5)Br)C6=CC=CC=C6,,,,,,
1517,1901518,[(2S)-4-chloro-1-(4-chlorophenyl)-1-oxobutan-2-yl] 4-(4-methoxyanilino)-4-oxobutanoate,COC1=CC=C(C=C1)NC(=O)CCC(=O)O[C@@H](CCCl)C(=O)C2=CC=C(C=C2)Cl,,,,,,
1518,1901519,[(2R)-4-chloro-1-(4-chlorophenyl)-1-oxobutan-2-yl] 4-(4-methoxyanilino)-4-oxobutanoate,COC1=CC=C(C=C1)NC(=O)CCC(=O)O[C@H](CCCl)C(=O)C2=CC=C(C=C2)Cl,,,,,,
1519,1901520,CID 1901520,COC1=CC2=NC(=C(C=C2C=C1)[C@H]3C=C(NN3C(=O)C4=CC=CC=C4)C5=CC(=C(C=C5)OC)OC)Cl,,,,,,
1520,1901521,CID 1901521,COC1=CC2=NC(=C(C=C2C=C1)[C@@H]3C=C(NN3C(=O)C4=CC=CC=C4)C5=CC(=C(C=C5)OC)OC)Cl,,,,,,
1521,1901522,CID 1901522,CCOC1=CC=C(C=C1)[C@H]2[C@@H](C(=O)C(=O)N2CC[NH+](C)C)C(=O)C3=CC(=C(C=C3)OCC4=CC=CC=C4)C,,,,,,
1522,1901523,CID 1901523,CCOC1=CC=C(C=C1)[C@H]2[C@@H](C(=O)C(=O)N2CCN(C)C)C(=O)C3=CC(=C(C=C3)OCC4=CC=CC=C4)C,,,,,,
1523,1901524,CID 1901524,CCOC1=CC=C(C=C1)[C@@H]2[C@@H](C(=O)C(=O)N2CC[NH+](C)C)C(=O)C3=CC(=C(C=C3)OCC4=CC=CC=C4)C,,,,,,
1524,1901525,CID 1901525,CCOC1=CC=C(C=C1)[C@@H]2[C@@H](C(=O)C(=O)N2CCN(C)C)C(=O)C3=CC(=C(C=C3)OCC4=CC=CC=C4)C,,,,,,
1525,1901526,CID 1901526,CC(C)C1=CC=C(C=C1)/C=C\C(=O)NC(=S)NC2=CC=C(C=C2)S(=O)(=O)[N-]C3=NC=CS3,,,,,,
1526,1901527,CID 1901527,CC(C)C1=CC=C(C=C1)/C=C\C(=O)NC(=S)NC2=CC=C(C=C2)S(=O)(=O)NC3=NC=CS3,,,,,,
1527,1901528,CID 1901528,CC(C)C1=CC=C(C=C1)/C=C/C(=O)NC(=S)NC2=CC=C(C=C2)S(=O)(=O)[N-]C3=NC=CS3,,,,,,
1528,1901529,"(2E)-3-[4-(propan-2-yl)phenyl]-N-{[4-(1,3-thiazol-2-ylsulfamoyl)phenyl]carbamothioyl}prop-2-enamide",CC(C)C1=CC=C(C=C1)/C=C/C(=O)NC(=S)NC2=CC=C(C=C2)S(=O)(=O)NC3=NC=CS3,,,,,,
1529,1901530,CID 1901530,CCCCC[N+]1=C(NC2=CC=CC=C21)[C@@H](C)NC(=O)C3=CC=CC=C3,,,,,,
1530,1901531,CID 1901531,CCCCC[N+]1=C(NC2=CC=CC=C21)[C@H](C)NC(=O)C3=CC=CC=C3,,,,,,
1531,1901532,"N'-[(3Z)-1-butyl-2-oxo-1,2-dihydro-3H-indol-3-ylidene]-2-(2,4-dichlorophenoxy)acetohydrazide",CCCCN1C2=CC=CC=C2C(=C1O)N=NC(=O)COC3=C(C=C(C=C3)Cl)Cl,,,,,,
1532,1901533,CID 1901533,CCOC(=O)C1=C(SC2=C1CC[C@@H](C2)C)NC(=O)/C(=C\C3=CC=C(O3)C4=C(C=CC(=C4)Cl)Cl)/C#N,,,,,,
1533,1901534,"ethyl (6S)-2-[[(E)-2-cyano-3-[5-(2,5-dichlorophenyl)furan-2-yl]prop-2-enoyl]amino]-6-methyl-4,5,6,7-tetrahydro-1-benzothiophene-3-carboxylate",CCOC(=O)C1=C(SC2=C1CC[C@@H](C2)C)NC(=O)/C(=C/C3=CC=C(O3)C4=C(C=CC(=C4)Cl)Cl)/C#N,,,,,,
1534,1901535,CID 1901535,CCOC(=O)C1=C(SC2=C1CC[C@H](C2)C)NC(=O)/C(=C\C3=CC=C(O3)C4=C(C=CC(=C4)Cl)Cl)/C#N,,,,,,
1535,1901536,"ethyl (6R)-2-[[(E)-2-cyano-3-[5-(2,5-dichlorophenyl)furan-2-yl]prop-2-enoyl]amino]-6-methyl-4,5,6,7-tetrahydro-1-benzothiophene-3-carboxylate",CCOC(=O)C1=C(SC2=C1CC[C@H](C2)C)NC(=O)/C(=C/C3=CC=C(O3)C4=C(C=CC(=C4)Cl)Cl)/C#N,,,,,,
1536,1901537,CID 1901537,C[C@@H]1C(=O)N(C(=NN=CC2=CC=C(C=C2)C)S1)CC3=CC=CC=C3,,,,,,
1537,1901538,"3-[(E)-3-chlorobut-2-enyl]sulfanyl-7-methyl-16-thia-2,4,5,7-tetrazatetracyclo[7.7.0.02,6.010,15]hexadeca-1(9),3,5,10(15)-tetraen-8-one",C/C(=C\CSC1=NN=C2N1C3=C(C4=C(S3)CCCC4)C(=O)N2C)/Cl,,,,,,
1538,1901539,CID 1901539,COC1=CC=C(C=C1)/C=C(\C#N)/C(=O)NC2=CC=CC=[NH+]2,,,,,,
1539,1901540,CID 1901540,COC1=CC=C(C=C1)/C=C(/C#N)\C(=O)NC2=CC=CC=[NH+]2,,,,,,
1540,1901541,CID 1901541,C[NH+]1CCC2(CC1)N3[C@H](C=C(N3)C4=CC=CC=C4Cl)C5=C(O2)C=CC(=C5)Br,,,,,,
1541,1901542,CID 1901542,CN1CCC2(CC1)N3[C@H](C=C(N3)C4=CC=CC=C4Cl)C5=C(O2)C=CC(=C5)Br,,,,,,
1542,1901543,CID 1901543,C[NH+]1CCC2(CC1)N3[C@@H](C=C(N3)C4=CC=CC=C4Cl)C5=C(O2)C=CC(=C5)Br,,,,,,
1543,1901544,CID 1901544,CN1CCC2(CC1)N3[C@@H](C=C(N3)C4=CC=CC=C4Cl)C5=C(O2)C=CC(=C5)Br,,,,,,
1544,1901545,CID 1901545,CC1=C(C=CC(=C1)C(=O)[C@H]2[C@@H](N(C(=O)C2=O)CC[NH+](C)C)C3=CC(=CC=C3)[N+](=O)[O-])OCC4=CC=CC=C4,,,,,,
1545,1901546,CID 1901546,CC1=C(C=CC(=C1)C(=O)[C@H]2[C@@H](N(C(=O)C2=O)CCN(C)C)C3=CC(=CC=C3)[N+](=O)[O-])OCC4=CC=CC=C4,,,,,,
1546,1901547,CID 1901547,CC1=C(C=CC(=C1)C(=O)[C@@H]2[C@H](N(C(=O)C2=O)CC[NH+](C)C)C3=CC(=CC=C3)[N+](=O)[O-])OCC4=CC=CC=C4,,,,,,
1547,1901548,CID 1901548,CC1=C(C=CC(=C1)C(=O)[C@@H]2[C@H](N(C(=O)C2=O)CCN(C)C)C3=CC(=CC=C3)[N+](=O)[O-])OCC4=CC=CC=C4,,,,,,
1548,1901549,CID 1901549,CCCCOC(=O)C1=C(SC2=C1CCCC2)NC(=O)/C(=C\C3=CC=C(O3)C4=CC=C(C=C4)F)/C#N,,,,,,
1549,1901550,"butyl 2-({(2E)-2-cyano-3-[5-(4-fluorophenyl)furan-2-yl]prop-2-enoyl}amino)-4,5,6,7-tetrahydro-1-benzothiophene-3-carboxylate",CCCCOC(=O)C1=C(SC2=C1CCCC2)NC(=O)/C(=C/C3=CC=C(O3)C4=CC=C(C=C4)F)/C#N,,,,,,
1550,1901551,"ethyl [(3E)-3-{2-[(4-methyl-2-nitrophenoxy)acetyl]hydrazinylidene}-2-oxo-2,3-dihydro-1H-indol-1-yl]acetate",CCOC(=O)CN1C2=CC=CC=C2C(=C1O)N=NC(=O)COC3=C(C=C(C=C3)C)[N+](=O)[O-],,,,,,
1551,1901552,"1-(5-Methoxy-1,2-dimethylindol-3-yl)-2-morpholin-4-ylethane-1,2-dione",CC1=C(C2=C(N1C)C=CC(=C2)OC)C(=O)C(=O)N3CCOCC3,,,,,,
1552,1901553,CID 1901553,C1=CC(=CN=NC(=O)C2=CC=NC=C2)C(=O)C(=C1)N(O)[O-],,,,,,
1553,1901554,"13-Benzyl-7-ethylsulfanyl-10-thia-3,4,5,6,8-pentaza-13-azoniatetracyclo[7.7.0.02,6.011,16]hexadeca-1(9),2,4,7,11(16)-pentaene",CCSC1=NC2=C(C3=C(S2)C[NH+](CC3)CC4=CC=CC=C4)C5=NN=NN51,,,,,,
1554,1901555,"9-Benzyl-5-(ethylsulfanyl)-8,9,10,11-tetrahydropyrido[4',3':4,5]thieno[3,2-e]tetrazolo[1,5-c]pyrimidine",CCSC1=NC2=C(C3=C(S2)CN(CC3)CC4=CC=CC=C4)C5=NN=NN51,,,,,,
1555,1901556,"2-[[5-(4-bromophenyl)-4-phenyl-1,2,4-triazol-3-yl]sulfanyl]-N-(naphthalen-1-ylmethylideneamino)acetamide",C1=CC=C(C=C1)N2C(=NN=C2SCC(=O)NN=CC3=CC=CC4=CC=CC=C43)C5=CC=C(C=C5)Br,,,,,,
1556,1901557,"N-[[5-(2,4-dichlorophenyl)furan-2-yl]methylideneamino]-2-phenylacetamide",C1=CC=C(C=C1)CC(=O)NN=CC2=CC=C(O2)C3=C(C=C(C=C3)Cl)Cl,,,,,,
1557,1901558,CID 1901558,C1CN(CC[NH+]1CC(=O)NN=CC2=C(C=CC3=CC=CC=C32)O)S(=O)(=O)C4=CC=C(C=C4)Br,,,,,,
1558,1901559,"2-[[(4R)-5-cyano-4-(4-methylphenyl)-2-oxo-3,4-dihydro-1H-pyridin-6-yl]sulfanyl]-N-(3-methoxyphenyl)acetamide",CC1=CC=C(C=C1)[C@H]2CC(=O)NC(=C2C#N)SCC(=O)NC3=CC(=CC=C3)OC,,,,,,
1559,1901560,"2-[[(4S)-5-cyano-4-(4-methylphenyl)-2-oxo-3,4-dihydro-1H-pyridin-6-yl]sulfanyl]-N-(3-methoxyphenyl)acetamide",CC1=CC=C(C=C1)[C@@H]2CC(=O)NC(=C2C#N)SCC(=O)NC3=CC(=CC=C3)OC,,,,,,
1560,1901561,"2-[[4,5-bis(4-methoxyphenyl)-1,2,4-triazol-3-yl]sulfanyl]-N-[(3-chlorophenyl)methylideneamino]acetamide",COC1=CC=C(C=C1)C2=NN=C(N2C3=CC=C(C=C3)OC)SCC(=O)NN=CC4=CC(=CC=C4)Cl,,,,,,
1561,1901562,CID 1901562,CC(C)OC(=O)[C@@H]1[C@H](NC(=O)NC1=C)C2=CN(N=C2C3=CC(=C(C=C3)OC)OC)C4=CC=CC=C4,,,,,,
1562,1901563,CID 1901563,CC(C)OC(=O)[C@H]1[C@@H](NC(=O)NC1=C)C2=CN(N=C2C3=CC(=C(C=C3)OC)OC)C4=CC=CC=C4,,,,,,
1563,1901564,"2-[[(E)-2-cyano-3-(3-methoxy-4-pentoxyphenyl)prop-2-enoyl]amino]-4,5,6,7-tetrahydro-1-benzothiophene-3-carboxamide",CCCCCOC1=C(C=C(C=C1)/C=C(\C#N)/C(=O)NC2=C(C3=C(S2)CCCC3)C(=O)N)OC,,,,,,
1564,1901565,"2-({(2Z)-2-cyano-3-[3-methoxy-4-(pentyloxy)phenyl]prop-2-enoyl}amino)-4,5,6,7-tetrahydro-1-benzothiophene-3-carboxamide",CCCCCOC1=C(C=C(C=C1)/C=C(/C#N)\C(=O)NC2=C(C3=C(S2)CCCC3)C(=O)N)OC,,,,,,
1565,1901566,"(2R)-1-morpholin-4-ium-4-yl-3-(2,4,6-tribromophenoxy)propan-2-ol",C1COCC[NH+]1C[C@H](COC2=C(C=C(C=C2Br)Br)Br)O,,,,,,
1566,1901567,"(2R)-1-morpholin-4-yl-3-(2,4,6-tribromophenoxy)propan-2-ol",C1COCCN1C[C@H](COC2=C(C=C(C=C2Br)Br)Br)O,,,,,,
1567,1901568,"(2S)-1-morpholin-4-ium-4-yl-3-(2,4,6-tribromophenoxy)propan-2-ol",C1COCC[NH+]1C[C@@H](COC2=C(C=C(C=C2Br)Br)Br)O,,,,,,
1568,1901569,"(2S)-1-morpholin-4-yl-3-(2,4,6-tribromophenoxy)propan-2-ol",C1COCCN1C[C@@H](COC2=C(C=C(C=C2Br)Br)Br)O,,,,,,
1569,1901570,Naphthalen-1-yl 2-(4-bromophenyl)-6-methylquinoline-4-carboxylate,CC1=CC2=C(C=C1)N=C(C=C2C(=O)OC3=CC=CC4=CC=CC=C43)C5=CC=C(C=C5)Br,,,,,,
1570,1901571,"(5E)-3-(3-methylbutyl)-5-[(9-methyl-4-oxo-2-thiomorpholin-4-ylpyrido[1,2-a]pyrimidin-3-yl)methylidene]-2-sulfanylidene-1,3-thiazolidin-4-one",CC1=CC=CN2C1=NC(=C(C2=O)/C=C/3\C(=O)N(C(=S)S3)CCC(C)C)N4CCSCC4,,,,,,
1571,1901572,"9-methyl-3-{(Z)-[3-(3-methylbutyl)-4-oxo-2-thioxo-1,3-thiazolidin-5-ylidene]methyl}-2-(thiomorpholin-4-yl)-4H-pyrido[1,2-a]pyrimidin-4-one",CC1=CC=CN2C1=NC(=C(C2=O)/C=C\3/C(=O)N(C(=S)S3)CCC(C)C)N4CCSCC4,,,,,,
1572,1901573,"2-[[5-(4-chlorophenyl)-4-(4-methylphenyl)-1,2,4-triazol-3-yl]sulfanyl]-N-[[4-(diethylamino)phenyl]methylideneamino]acetamide",CCN(CC)C1=CC=C(C=C1)C=NNC(=O)CSC2=NN=C(N2C3=CC=C(C=C3)C)C4=CC=C(C=C4)Cl,,,,,,
1573,1901574,"2-methoxy-N-[2-({2-oxo-2-[(2-phenoxyethyl)amino]ethyl}sulfanyl)-1,3-benzothiazol-6-yl]benzamide",COC1=CC=CC=C1C(=O)NC2=CC3=C(C=C2)N=C(S3)SCC(=O)NCCOC4=CC=CC=C4,,,,,,
1574,1901575,CID 1901575,CC1=CC=C(C=C1)C(=O)NN=C2N(C(=O)[C@H](S2)CC(=O)[O-])CC=C,,,,,,
1575,1901576,CID 1901576,CC1=CC=C(C=C1)C(=O)NN=C2N(C(=O)[C@H](S2)CC(=O)O)CC=C,,,,,,
1576,1901577,CID 1901577,CC1=CC=C(C=C1)C(=O)NN=C2N(C(=O)[C@@H](S2)CC(=O)[O-])CC=C,,,,,,
1577,1901578,CID 1901578,CC1=CC=C(C=C1)C(=O)NN=C2N(C(=O)[C@@H](S2)CC(=O)O)CC=C,,,,,,
1578,1901579,"N'-[(3E)-5-bromo-2-oxo-1-propyl-1,2-dihydro-3H-indol-3-ylidene]pyridine-4-carbohydrazide",CCCN1C2=C(C=C(C=C2)Br)C(=C1O)N=NC(=O)C3=CC=NC=C3,,,,,,
1579,1901580,"11-(4-fluorobenzyl)-3-(prop-2-en-1-yl)-3,11-dihydro-4H-pyrimido[5',4':4,5]pyrrolo[2,3-b]quinoxalin-4-one",C=CCN1C=NC2=C(C1=O)C3=NC4=CC=CC=C4N=C3N2CC5=CC=C(C=C5)F,,,,,,
1580,1901581,methyl 5-chloro-3-[[(2S)-2-[(3R)-3-methylpiperidin-1-ium-1-yl]propanoyl]amino]-1H-indole-2-carboxylate,C[C@@H]1CCC[NH+](C1)[C@@H](C)C(=O)NC2=C(NC3=C2C=C(C=C3)Cl)C(=O)OC,,,,,,
1581,1901582,methyl 5-chloro-3-[[(2S)-2-[(3R)-3-methylpiperidin-1-yl]propanoyl]amino]-1H-indole-2-carboxylate,C[C@@H]1CCCN(C1)[C@@H](C)C(=O)NC2=C(NC3=C2C=C(C=C3)Cl)C(=O)OC,,,,,,
1582,1901583,CID 1901583,C1C[NH+](CC[NH+]1CC2=C(C=C(C=C2)Cl)Cl)C[C@H](CN3C4=CC=CC=C4C5=CC=CC=C53)O,,,,,,
1583,1901584,"(2R)-1-carbazol-9-yl-3-[4-[(2,4-dichlorophenyl)methyl]piperazin-1-yl]propan-2-ol",C1CN(CCN1CC2=C(C=C(C=C2)Cl)Cl)C[C@H](CN3C4=CC=CC=C4C5=CC=CC=C53)O,,,,,,
1584,1901585,"2-{[6-iodo-4-oxo-3-(prop-2-en-1-yl)-3,4-dihydroquinazolin-2-yl]sulfanyl}-N-(3-methylphenyl)acetamide",CC1=CC(=CC=C1)NC(=O)CSC2=NC3=C(C=C(C=C3)I)C(=O)N2CC=C,,,,,,
1585,1901586,CID 1901586,CCCCCCN1[C@H]([C@H](C(=O)C1=O)C(=O)C2=CC=C(C=C2)C)C3=CC=C(C=C3)Br,,,,,,
1586,1901587,CID 1901587,CCCCCCN1[C@@H]([C@H](C(=O)C1=O)C(=O)C2=CC=C(C=C2)C)C3=CC=C(C=C3)Br,,,,,,
1587,1901588,CID 1901588,CC1=CC=C(C=C1)N2C(=NN=C2SCC(=O)NN=C/C=C\C3=CC=CC=C3OC)C4=CC=C(C=C4)C(C)(C)C,,,,,,
1588,1901589,CID 1901589,CC1=CC=C(C=C1)N2C(=NN=C2SCC(=O)NN=C/C=C/C3=CC=CC=C3OC)C4=CC=C(C=C4)C(C)(C)C,,,,,,
1589,1901590,CID 1901590,CCCCCCSC1=C([C@H]([C@@H]2C(=O)CCC=C2N1)C3=CC(=C(C=C3)O)OC)C#N,,,,,,
1590,1901591,CID 1901591,CCCCCCSC1=C([C@@H]([C@H]2C(=O)CCC=C2N1)C3=CC(=C(C=C3)O)OC)C#N,,,,,,
1591,1901592,"7-(3-Methylphenyl)-2-oxo-1,3-benzoxathiol-5-yl 4-chlorobenzoate",CC1=CC(=CC=C1)C2=C3C(=CC(=C2)OC(=O)C4=CC=C(C=C4)Cl)SC(=O)O3,,,,,,
1592,1901593,"2-{[(1,3-Benzoxazol-2-ylsulfanyl)acetyl]amino}-4,5,6,7-tetrahydro-1-benzothiophene-3-carboxamide",C1CCC2=C(C1)C(=C(S2)NC(=O)CSC3=NC4=CC=CC=C4O3)C(=O)N,,,,,,
1593,1901594,"(4S)-2-amino-4-[4-[(4-chlorophenyl)methoxy]phenyl]-5-oxo-4,6,7,8-tetrahydrochromene-3-carbonitrile",C1CC2=C([C@H](C(=C(O2)N)C#N)C3=CC=C(C=C3)OCC4=CC=C(C=C4)Cl)C(=O)C1,,,,,,
1594,1901595,"(4R)-2-amino-4-[4-[(4-chlorophenyl)methoxy]phenyl]-5-oxo-4,6,7,8-tetrahydrochromene-3-carbonitrile",C1CC2=C([C@@H](C(=C(O2)N)C#N)C3=CC=C(C=C3)OCC4=CC=C(C=C4)Cl)C(=O)C1,,,,,,
1595,1901596,"(2R,4S)-6-bromo-2-(4-chlorophenyl)-4-phenyl-2,4-dihydro-1H-3,1-benzoxazine",C1=CC=C(C=C1)[C@H]2C3=C(C=CC(=C3)Br)N[C@H](O2)C4=CC=C(C=C4)Cl,,,,,,
1596,1901597,"(2R,4R)-6-bromo-2-(4-chlorophenyl)-4-phenyl-2,4-dihydro-1H-3,1-benzoxazine",C1=CC=C(C=C1)[C@@H]2C3=C(C=CC(=C3)Br)N[C@H](O2)C4=CC=C(C=C4)Cl,,,,,,
1597,1901598,"(2S,4S)-6-bromo-2-(4-chlorophenyl)-4-phenyl-2,4-dihydro-1H-3,1-benzoxazine",C1=CC=C(C=C1)[C@H]2C3=C(C=CC(=C3)Br)N[C@@H](O2)C4=CC=C(C=C4)Cl,,,,,,
1598,1901599,"(2S,4R)-6-bromo-2-(4-chlorophenyl)-4-phenyl-2,4-dihydro-1H-3,1-benzoxazine",C1=CC=C(C=C1)[C@@H]2C3=C(C=CC(=C3)Br)N[C@@H](O2)C4=CC=C(C=C4)Cl,,,,,,
1599,1901600,"N'-[(3Z)-1-(naphthalen-1-ylmethyl)-2-oxo-1,2-dihydro-3H-indol-3-ylidene]-2-phenylacetohydrazide",C1=CC=C(C=C1)CC(=O)N=NC2=C(N(C3=CC=CC=C32)CC4=CC=CC5=CC=CC=C54)O,,,,,,
1600,1901601,"[(3-Allyl-6-ethyl-4-oxo-3,4-dihydrothieno[2,3-d]pyrimidin-2-yl)thio]acetonitrile",CCC1=CC2=C(S1)N=C(N(C2=O)CC=C)SCC#N,,,,,,
1601,1901602,CID 1901602,C1CN(CC[NH+]1CC2=CC=CC=C2)N=CC3=C(C(=CC(=C3)Br)Br)O,,,,,,
1602,1901603,CID 1901603,C=C(C1=CC(=C(C=C1)Cl)Cl)NNC(=O)CSC2=NN=C(N2C3=CC=CC=C3)C4=CC=CC=C4,,,,,,
1603,1901604,"2-[2-[[[2-[[4-(4-Chlorophenyl)-5-phenyl-1,2,4-triazol-3-yl]sulfanyl]acetyl]hydrazinylidene]methyl]phenoxy]acetate",C1=CC=C(C=C1)C2=NN=C(N2C3=CC=C(C=C3)Cl)SCC(=O)NN=CC4=CC=CC=C4OCC(=O)[O-],,,,,,
1604,1901605,2-Butyl-3-naphthalen-2-ylquinazolin-4-one,CCCCC1=NC2=CC=CC=C2C(=O)N1C3=CC4=CC=CC=C4C=C3,,,,,,
1605,1901606,"1-(3,4-Dimethylphenyl)-3-(5-hexyl-1,3,4-thiadiazol-2-yl)urea",CCCCCCC1=NN=C(S1)NC(=O)NC2=CC(=C(C=C2)C)C,,,,,,
1606,1901607,prop-2-enyl (2R)-2-cyano-2-[3-[4-(4-fluorophenyl)piperazin-1-yl]quinoxalin-2-yl]acetate,C=CCOC(=O)[C@@H](C#N)C1=NC2=CC=CC=C2N=C1N3CCN(CC3)C4=CC=C(C=C4)F,,,,,,
1607,1901608,prop-2-enyl (2S)-2-cyano-2-[3-[4-(4-fluorophenyl)piperazin-1-yl]quinoxalin-2-yl]acetate,C=CCOC(=O)[C@H](C#N)C1=NC2=CC=CC=C2N=C1N3CCN(CC3)C4=CC=C(C=C4)F,,,,,,
1608,1901609,"2-benzyl-3-(2,5-dibromophenyl)quinazolin-4(3H)-one",C1=CC=C(C=C1)CC2=NC3=CC=CC=C3C(=O)N2C4=C(C=CC(=C4)Br)Br,,,,,,
1609,1901610,"N-[(4-chlorophenyl)methylideneamino]-2-[[5-(4-methylphenyl)-4-phenyl-1,2,4-triazol-3-yl]sulfanyl]acetamide",CC1=CC=C(C=C1)C2=NN=C(N2C3=CC=CC=C3)SCC(=O)NN=CC4=CC=C(C=C4)Cl,,,,,,
1610,1901611,CID 1901611,CC(C)C[C@@H](C(=O)OCC(=O)C1=CC=C(C=C1)OC)N2C(=O)[C@H]3[C@@H]4C=C[C@H]([C@H]3C2=O)[C@@H]5[C@H]4C5,,,,,,
1611,1901612,(2R)-4-(4-bromoanilino)-1-(4-bromophenyl)-2-(4-nitrophenyl)-2H-pyrrol-5-one,C1=CC(=CC=C1[C@H]2C=C(C(=O)N2C3=CC=C(C=C3)Br)NC4=CC=C(C=C4)Br)[N+](=O)[O-],,,,,,
