,CID,name,smiles,7.1 Drug Indication,8.1 Pharmacodynamics,8.2 MeSH Pharmacological Classification,"8.5 Absorption,Distribution and Excretion",8.6 Metabolism/Metabolites,8.7 Biological Half-Life
3037,1903038,"(1R,4R,6R)-6-bromo-4-(dibromomethyl)-5,5-dimethylbicyclo[2.1.1]hexane-1-carboxylate",CC1([C@@]2(CC[C@]1([C@H]2Br)C(=O)[O-])C(Br)Br)C,,,,,,
3038,1903039,"(1R,4R,6R)-6-bromo-4-(dibromomethyl)-5,5-dimethylbicyclo[2.1.1]hexane-1-carboxylic acid",CC1([C@@]2(CC[C@]1([C@H]2Br)C(=O)O)C(Br)Br)C,,,,,,
3039,1903040,"Ethyl 3-[(4-hydroxy-1,3-dimethyl-2,6-dioxopyrimidin-5-yl)methylidene]indole-2-carboxylate",CCOC(=O)C1=NC2=CC=CC=C2C1=CC3=C(N(C(=O)N(C3=O)C)C)O,,,,,,
3040,1903041,CID 1903041,CCOC1=CC=C(C=C1)N2C(=O)/C(=C/C=C\C3=CC=CC=C3)/SC2=O,,,,,,
3041,1903042,CID 1903042,CCOC1=CC=C(C=C1)N2C(=O)/C(=C\C=C/C3=CC=CC=C3)/SC2=O,,,,,,
3042,1903043,"(5Z)-3-(4-ethoxyphenyl)-5-[(2E)-3-phenylprop-2-en-1-ylidene]-1,3-thiazolidine-2,4-dione",CCOC1=CC=C(C=C1)N2C(=O)/C(=C/C=C/C3=CC=CC=C3)/SC2=O,,,,,,
3043,1903044,CID 1903044,CCOC1=CC=C(C=C1)N2C(=O)/C(=C\C=C\C3=CC=CC=C3)/SC2=O,,,,,,
3044,1903045,"2-amino-N-(1,3-benzodioxol-5-ylmethyl)-1-(3-bromo-4-methylphenyl)-1H-pyrrolo[2,3-b]quinoxaline-3-carboxamide",CC1=C(C=C(C=C1)N2C(=C(C3=NC4=CC=CC=C4N=C32)C(=O)NCC5=CC6=C(C=C5)OCO6)N)Br,,,,,,
3045,1903046,"3-Tert-butyl-6,7,8,9-tetrahydrodibenzo[b,d]furan-2-yl biphenyl-4-carboxylate",CC(C)(C)C1=C(C=C2C3=C(CCCC3)OC2=C1)OC(=O)C4=CC=C(C=C4)C5=CC=CC=C5,,,,,,
3046,1903047,"2-[(5E)-5-[[5-(4-chlorophenyl)furan-2-yl]methylidene]-4-oxo-2-sulfanylidene-1,3-thiazolidin-3-yl]ethanesulfonate",C1=CC(=CC=C1C2=CC=C(O2)/C=C/3\C(=O)N(C(=S)S3)CCS(=O)(=O)[O-])Cl,,,,,,
3047,1903048,(E)-2-(5-((5-(4-chlorophenyl)furan-2-yl)methylene)-4-oxo-2-thioxothiazolidin-3-yl)ethanesulfonic acid,C1=CC(=CC=C1C2=CC=C(O2)/C=C/3\C(=O)N(C(=S)S3)CCS(=O)(=O)O)Cl,,,,,,
3048,1903049,"2-[(5Z)-5-[[5-(4-chlorophenyl)furan-2-yl]methylidene]-4-oxo-2-sulfanylidene-1,3-thiazolidin-3-yl]ethanesulfonate",C1=CC(=CC=C1C2=CC=C(O2)/C=C\3/C(=O)N(C(=S)S3)CCS(=O)(=O)[O-])Cl,,,,,,
3049,1903050,"2-[(5Z)-5-{[5-(4-chlorophenyl)furan-2-yl]methylidene}-4-oxo-2-sulfanylidene-1,3-thiazolidin-3-yl]ethane-1-sulfonic acid",C1=CC(=CC=C1C2=CC=C(O2)/C=C\3/C(=O)N(C(=S)S3)CCS(=O)(=O)O)Cl,,,,,,
3050,1903051,"N~2~-[4-chloro-6-(ethylamino)-1,3,5-triazin-2-yl]-N~2~-cyano-N,N-diethylglycinamide",CCNC1=NC(=NC(=N1)Cl)N(CC(=O)N(CC)CC)C#N,,,,,,
3051,1903052,"(7S)-7-tert-butyl-2-(3-methylbutylsulfanyl)-5,6,7,8-tetrahydro-[1]benzothiolo[2,3-d]pyrimidin-4-amine",CC(C)CCSC1=NC(=C2C3=C(C[C@H](CC3)C(C)(C)C)SC2=N1)N,,,,,,
3052,1903053,"(7R)-7-tert-butyl-2-(3-methylbutylsulfanyl)-5,6,7,8-tetrahydro-[1]benzothiolo[2,3-d]pyrimidin-4-amine",CC(C)CCSC1=NC(=C2C3=C(C[C@@H](CC3)C(C)(C)C)SC2=N1)N,,,,,,
3053,1903054,(2Z)-2-(3-hydroxybenzylidene)-1-benzothiophen-3(2H)-one,C1=CC=C2C(=C1)C(=O)/C(=C/C3=CC(=CC=C3)O)/S2,,,,,,
3054,1903055,CID 1903055,C1=CC=C2C(=C1)C(=O)/C(=C\C3=CC(=CC=C3)O)/S2,,,,,,
3055,1903056,"(Z)-2-[4-(2,4-dichlorophenyl)-1,3-thiazol-2-yl]-3-(naphthalen-1-ylamino)prop-2-enenitrile",C1=CC=C2C(=C1)C=CC=C2N/C=C(/C#N)\C3=NC(=CS3)C4=C(C=C(C=C4)Cl)Cl,,,,,,
3056,1903057,"ethyl 2-[(furan-2-ylcarbonyl)amino]-1-(2-methoxyphenyl)-1H-pyrrolo[2,3-b]quinoxaline-3-carboxylate",CCOC(=O)C1=C(N(C2=NC3=CC=CC=C3N=C12)C4=CC=CC=C4OC)NC(=O)C5=CC=CO5,,,,,,
3057,1903058,"2-[4-[(5E)-5-[(4-ethylphenyl)methylidene]-4-oxo-2-sulfanylidene-1,3-thiazolidin-3-yl]butanoylamino]benzoate",CCC1=CC=C(C=C1)/C=C/2\C(=O)N(C(=S)S2)CCCC(=O)NC3=CC=CC=C3C(=O)[O-],,,,,,
3058,1903059,"2-[4-[(5Z)-5-[(4-ethylphenyl)methylidene]-4-oxo-2-sulfanylidene-1,3-thiazolidin-3-yl]butanoylamino]benzoate",CCC1=CC=C(C=C1)/C=C\2/C(=O)N(C(=S)S2)CCCC(=O)NC3=CC=CC=C3C(=O)[O-],,,,,,
3059,1903060,"(3aR,7aS)-2-(3-oxo-3-phenothiazin-10-ylpropyl)-3a,4,5,6,7,7a-hexahydroisoindole-1,3-dione",C1CC[C@H]2[C@@H](C1)C(=O)N(C2=O)CCC(=O)N3C4=CC=CC=C4SC5=CC=CC=C53,,,,,,
3060,1903061,"(3aS,7aS)-2-(3-oxo-3-phenothiazin-10-ylpropyl)-3a,4,5,6,7,7a-hexahydroisoindole-1,3-dione",C1CC[C@H]2[C@H](C1)C(=O)N(C2=O)CCC(=O)N3C4=CC=CC=C4SC5=CC=CC=C53,,,,,,
3061,1903062,"(3aR,7aR)-2-(3-oxo-3-phenothiazin-10-ylpropyl)-3a,4,5,6,7,7a-hexahydroisoindole-1,3-dione",C1CC[C@@H]2[C@@H](C1)C(=O)N(C2=O)CCC(=O)N3C4=CC=CC=C4SC5=CC=CC=C53,,,,,,
3062,1903063,"N-{2-oxo-2-[(2Z)-2-(2-oxo-1-propyl-1,2-dihydro-3H-indol-3-ylidene)hydrazinyl]ethyl}-2,2-diphenylacetamide (non-preferred name)",CCCN1C2=CC=CC=C2C(=C1O)N=NC(=O)CNC(=O)C(C3=CC=CC=C3)C4=CC=CC=C4,,,,,,
3063,1903064,CID 1903064,CCN1C2=CC=CC=C2/C(=C\3/C(=O)N4[C@@H](C(=C(N=C4S3)C)C(=O)OCC)C5=CC=CC=C5Cl)/C1=O,,,,,,
3064,1903065,"ethyl (2Z,5S)-5-(2-chlorophenyl)-2-(1-ethyl-2-oxoindol-3-ylidene)-7-methyl-3-oxo-5H-[1,3]thiazolo[3,2-a]pyrimidine-6-carboxylate",CCN1C2=CC=CC=C2/C(=C/3\C(=O)N4[C@@H](C(=C(N=C4S3)C)C(=O)OCC)C5=CC=CC=C5Cl)/C1=O,,,,,,
3065,1903066,CID 1903066,CCN1C2=CC=CC=C2/C(=C\3/C(=O)N4[C@H](C(=C(N=C4S3)C)C(=O)OCC)C5=CC=CC=C5Cl)/C1=O,,,,,,
3066,1903067,"ethyl (2Z,5R)-5-(2-chlorophenyl)-2-(1-ethyl-2-oxoindol-3-ylidene)-7-methyl-3-oxo-5H-[1,3]thiazolo[3,2-a]pyrimidine-6-carboxylate",CCN1C2=CC=CC=C2/C(=C/3\C(=O)N4[C@H](C(=C(N=C4S3)C)C(=O)OCC)C5=CC=CC=C5Cl)/C1=O,,,,,,
3067,1903068,"N-(2,4-dimethylphenyl)-4-[(5E)-5-[(4-ethylphenyl)methylidene]-4-oxo-2-sulfanylidene-1,3-thiazolidin-3-yl]butanamide",CCC1=CC=C(C=C1)/C=C/2\C(=O)N(C(=S)S2)CCCC(=O)NC3=C(C=C(C=C3)C)C,,,,,,
3068,1903069,"(4R,5S)-4-(3-bromophenyl)-N-(2,3-dimethylphenyl)-6-methylidene-2-oxo-1,3-diazinane-5-carboxamide",CC1=C(C(=CC=C1)NC(=O)[C@H]2[C@@H](NC(=O)NC2=C)C3=CC(=CC=C3)Br)C,,,,,,
3069,1903070,"(4S,5R)-4-(3-bromophenyl)-N-(2,3-dimethylphenyl)-6-methylidene-2-oxo-1,3-diazinane-5-carboxamide",CC1=C(C(=CC=C1)NC(=O)[C@@H]2[C@H](NC(=O)NC2=C)C3=CC(=CC=C3)Br)C,,,,,,
3070,1903071,CID 1903071,C1=CC=C(C=C1)N2C(=O)C(=NNC3=CC=C(C=C3)S(=O)(=O)N)/C(=C/SC4=CC=C(C=C4)Cl)/N2,,,,,,
3071,1903072,"4-chloro-N-{3-[(4-methylphenyl)sulfonyl]-1-(prop-2-en-1-yl)-1H-pyrrolo[2,3-b]quinoxalin-2-yl}benzamide",CC1=CC=C(C=C1)S(=O)(=O)C2=C(N(C3=NC4=CC=CC=C4N=C23)CC=C)NC(=O)C5=CC=C(C=C5)Cl,,,,,,
3072,1903073,"(5E)-1-[(4-methoxyphenyl)methyl]-5-[(2,4,5-trimethoxyphenyl)methylidene]-1,3-diazinane-2,4,6-trione",COC1=CC=C(C=C1)CN2C(=O)/C(=C/C3=CC(=C(C=C3OC)OC)OC)/C(=O)NC2=O,,,,,,
3073,1903074,"(5Z)-1-(4-methoxybenzyl)-5-(2,4,5-trimethoxybenzylidene)pyrimidine-2,4,6(1H,3H,5H)-trione",COC1=CC=C(C=C1)CN2C(=O)/C(=C\C3=CC(=C(C=C3OC)OC)OC)/C(=O)NC2=O,,,,,,
3074,1903075,CID 1903075,CCOC1=CC2=C(C=C1)NC(C3=C2C(=[NH+]C4=CC=CC(=N4)C)SS3)(C)C,,,,,,
3075,1903076,"8-ethoxy-4,4-dimethyl-N-(6-methylpyridin-2-yl)-5H-dithiolo[3,4-c]quinolin-1-imine",CCOC1=CC2=C(C=C1)NC(C3=C2C(=NC4=CC=CC(=N4)C)SS3)(C)C,,,,,,
3076,1903077,CID 1903077,CN1C2=C(C(=O)N(C1=O)C)[N+](=C(N2)NCC[NH+](C)C)C[C@H]3C=C(NO3)C4=CC=CC=C4OC,,,,,,
3077,1903078,CID 1903078,CN1C2=C(C(=O)N(C1=O)C)[N+](=C(N2)NCCN(C)C)C[C@H]3C=C(NO3)C4=CC=CC=C4OC,,,,,,
3078,1903079,CID 1903079,CN1C2=C(C(=O)N(C1=O)C)[N+](=C(N2)NCC[NH+](C)C)C[C@@H]3C=C(NO3)C4=CC=CC=C4OC,,,,,,
3079,1903080,CID 1903080,CN1C2=C(C(=O)N(C1=O)C)[N+](=C(N2)NCCN(C)C)C[C@@H]3C=C(NO3)C4=CC=CC=C4OC,,,,,,
3080,1903081,Ethyl 4-({[2-(4-sulfamoylphenyl)ethyl]carbamothioyl}amino)benzoate,CCOC(=O)C1=CC=C(C=C1)NC(=S)NCCC2=CC=C(C=C2)S(=O)(=O)N,,,,,,
3081,1903082,2-(3-Phenylpropanoylamino)-4-thiophen-2-ylthiophene-3-carboxylate,C1=CC=C(C=C1)CCC(=O)NC2=C(C(=CS2)C3=CC=CS3)C(=O)[O-],,,,,,
3082,1903083,"5'-[(3-Phenylpropanoyl)amino]-2,3'-bithiophene-4'-carboxylic acid",C1=CC=C(C=C1)CCC(=O)NC2=C(C(=CS2)C3=CC=CS3)C(=O)O,,,,,,
3083,1903084,"4-[(5E)-5-[1-(2-amino-2-oxoethyl)-2-oxoindol-3-ylidene]-4-oxo-2-sulfanylidene-1,3-thiazolidin-3-yl]butanoate",C1=CC=C2C(=C1)/C(=C\3/C(=O)N(C(=S)S3)CCCC(=O)[O-])/C(=O)N2CC(=O)N,,,,,,
3084,1903085,"4-[(5E)-5-[1-(2-amino-2-oxoethyl)-2-oxoindol-3-ylidene]-4-oxo-2-sulfanylidene-1,3-thiazolidin-3-yl]butanoic acid",C1=CC=C2C(=C1)/C(=C\3/C(=O)N(C(=S)S3)CCCC(=O)O)/C(=O)N2CC(=O)N,,,,,,
3085,1903086,"4-[(5Z)-5-[1-(2-amino-2-oxoethyl)-2-oxoindol-3-ylidene]-4-oxo-2-sulfanylidene-1,3-thiazolidin-3-yl]butanoate",C1=CC=C2C(=C1)/C(=C/3\C(=O)N(C(=S)S3)CCCC(=O)[O-])/C(=O)N2CC(=O)N,,,,,,
3086,1903087,"4-{(5Z)-5-[1-(2-amino-2-oxoethyl)-2-oxo-1,2-dihydro-3H-indol-3-ylidene]-4-oxo-2-thioxo-1,3-thiazolidin-3-yl}butanoic acid",C1=CC=C2C(=C1)/C(=C/3\C(=O)N(C(=S)S3)CCCC(=O)O)/C(=O)N2CC(=O)N,,,,,,
3087,1903088,"(5E)-5-[(1-benzyl-1H-indol-3-yl)methylidene]-1-phenylpyrimidine-2,4,6(1H,3H,5H)-trione",C1=CC=C(C=C1)CN2C=C(C3=CC=CC=C32)/C=C/4\C(=O)NC(=O)N(C4=O)C5=CC=CC=C5,,,,,,
3088,1903089,"(Z)-2-[4-(4-methoxyphenyl)-1,3-thiazol-2-yl]-3-(2,4,6-trimethylanilino)prop-2-enenitrile",CC1=CC(=C(C(=C1)C)N/C=C(/C#N)\C2=NC(=CS2)C3=CC=C(C=C3)OC)C,,,,,,
3089,1903090,"4-[(2Z,3R)-5-chloro-2-[2-(2,4-dichlorophenoxy)ethylidene]-3H-1-benzofuran-3-yl]morpholin-4-ium",C1COCC[NH+]1[C@@H]\2C3=C(C=CC(=C3)Cl)O/C2=C\COC4=C(C=C(C=C4)Cl)Cl,,,,,,
3090,1903091,"4-[(2Z,3R)-5-chloro-2-[2-(2,4-dichlorophenoxy)ethylidene]-3H-1-benzofuran-3-yl]morpholine",C1COCCN1[C@@H]\2C3=C(C=CC(=C3)Cl)O/C2=C\COC4=C(C=C(C=C4)Cl)Cl,,,,,,
3091,1903092,CID 1903092,C1COCC[NH+]1[C@@H]\2C3=C(C=CC(=C3)Cl)O/C2=C/COC4=C(C=C(C=C4)Cl)Cl,,,,,,
3092,1903093,CID 1903093,C1COCCN1[C@@H]\2C3=C(C=CC(=C3)Cl)O/C2=C/COC4=C(C=C(C=C4)Cl)Cl,,,,,,
3093,1903094,"4-[(2Z,3S)-5-chloro-2-[2-(2,4-dichlorophenoxy)ethylidene]-3H-1-benzofuran-3-yl]morpholin-4-ium",C1COCC[NH+]1[C@H]\2C3=C(C=CC(=C3)Cl)O/C2=C\COC4=C(C=C(C=C4)Cl)Cl,,,,,,
3094,1903095,"4-[(2Z,3S)-5-chloro-2-[2-(2,4-dichlorophenoxy)ethylidene]-3H-1-benzofuran-3-yl]morpholine",C1COCCN1[C@H]\2C3=C(C=CC(=C3)Cl)O/C2=C\COC4=C(C=C(C=C4)Cl)Cl,,,,,,
3095,1903096,CID 1903096,C1COCC[NH+]1[C@H]\2C3=C(C=CC(=C3)Cl)O/C2=C/COC4=C(C=C(C=C4)Cl)Cl,,,,,,
3096,1903097,CID 1903097,C1COCCN1[C@H]\2C3=C(C=CC(=C3)Cl)O/C2=C/COC4=C(C=C(C=C4)Cl)Cl,,,,,,
3097,1903098,"7-Bromo-1-(4-bromophenyl)-5-phenyl[1,2,4]triazolo[4,3-a]quinoline",C1=CC=C(C=C1)C2=CC3=NN=C(N3C4=C2C=C(C=C4)Br)C5=CC=C(C=C5)Br,,,,,,
3098,1903099,"2-[(3E)-3-[3-(1,5-dimethyl-3-oxo-2-phenylpyrazol-4-yl)-4-oxo-2-sulfanylidene-1,3-thiazolidin-5-ylidene]-2-oxoindol-1-yl]acetamide",CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N3C(=O)/C(=C\4/C5=CC=CC=C5N(C4=O)CC(=O)N)/SC3=S,,,,,,
3099,1903100,"2-{(3Z)-3-[3-(1,5-dimethyl-3-oxo-2-phenyl-2,3-dihydro-1H-pyrazol-4-yl)-4-oxo-2-thioxo-1,3-thiazolidin-5-ylidene]-2-oxo-2,3-dihydro-1H-indol-1-yl}acetamide",CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N3C(=O)/C(=C/4\C5=CC=CC=C5N(C4=O)CC(=O)N)/SC3=S,,,,,,
3100,1903101,"3-[(3-Bromo-2-hydroxyphenyl)methylideneamino]-8-methyl-1,5-dihydropyrimido[5,4-b]indole-2,4-dione",CC1=CC2=C(C=C1)NC3=C2NC(=O)N(C3=O)N=CC4=C(C(=CC=C4)Br)O,,,,,,
3101,1903102,"2-(Furan-2-ylmethylideneamino)-6-methyl-4,5,6,7-tetrahydrothieno[2,3-c]pyridin-6-ium-3-carbonitrile",C[NH+]1CCC2=C(C1)SC(=C2C#N)N=CC3=CC=CO3,,,,,,
3102,1903103,ethyl 4-(4-bromophenyl)-2-[(3-chloro-1H-indol-2-yl)methylideneamino]thiophene-3-carboxylate,CCOC(=O)C1=C(SC=C1C2=CC=C(C=C2)Br)N=CC3=C(C4=CC=CC=C4N3)Cl,,,,,,
3103,1903104,(2E)-2-cyano-N-(3-nitrophenyl)-3-[4-(pentyloxy)phenyl]prop-2-enamide,CCCCCOC1=CC=C(C=C1)/C=C(\C#N)/C(=O)NC2=CC(=CC=C2)[N+](=O)[O-],,,,,,
3104,1903105,(Z)-2-cyano-N-(3-nitrophenyl)-3-(4-pentoxyphenyl)prop-2-enamide,CCCCCOC1=CC=C(C=C1)/C=C(/C#N)\C(=O)NC2=CC(=CC=C2)[N+](=O)[O-],,,,,,
3105,1903106,CID 1903106,CCN1C2=CC=CC=C2C(=C1O)N=NC(=O)CNC(=O)/C=C\C3=CC=CO3,,,,,,
3106,1903107,"(2E)-N-{2-[(2E)-2-(1-ethyl-2-oxo-1,2-dihydro-3H-indol-3-ylidene)hydrazinyl]-2-oxoethyl}-3-(furan-2-yl)prop-2-enamide (non-preferred name)",CCN1C2=CC=CC=C2C(=C1O)N=NC(=O)CNC(=O)/C=C/C3=CC=CO3,,,,,,
3107,1903108,CID 1903108,C1CCC2=C(C1)C(=C(S2)[NH+]=CC3=NC4=CC=CC=C4N3)C(=O)N,,,,,,
3108,1903109,CID 1903109,CCCCOC[C@H]1C[C@@]2(C[C@](OC2=O)(C)C3=CSC(=N3)NC4=CC=CC=C4Cl)C(=O)O1,,,,,,
3109,1903110,"(3R,5R,8S)-8-(butoxymethyl)-3-[2-(2-chloroanilino)-1,3-thiazol-4-yl]-3-methyl-2,7-dioxaspiro[4.4]nonane-1,6-dione",CCCCOC[C@@H]1C[C@@]2(C[C@](OC2=O)(C)C3=CSC(=N3)NC4=CC=CC=C4Cl)C(=O)O1,,,,,,
3110,1903111,"(3S,5R,8R)-8-(butoxymethyl)-3-[2-(2-chloroanilino)-1,3-thiazol-4-yl]-3-methyl-2,7-dioxaspiro[4.4]nonane-1,6-dione",CCCCOC[C@H]1C[C@@]2(C[C@@](OC2=O)(C)C3=CSC(=N3)NC4=CC=CC=C4Cl)C(=O)O1,,,,,,
3111,1903112,"(3S,5R,8S)-8-(butoxymethyl)-3-[2-(2-chloroanilino)-1,3-thiazol-4-yl]-3-methyl-2,7-dioxaspiro[4.4]nonane-1,6-dione",CCCCOC[C@@H]1C[C@@]2(C[C@@](OC2=O)(C)C3=CSC(=N3)NC4=CC=CC=C4Cl)C(=O)O1,,,,,,
3112,1903113,"4-[(E)-(2,4,6-trioxo-1-phenyl-1,3-diazinan-5-ylidene)methyl]benzoate",C1=CC=C(C=C1)N2C(=O)/C(=C/C3=CC=C(C=C3)C(=O)[O-])/C(=O)NC2=O,,,,,,
3113,1903114,"4-[(E)-(2,4,6-trioxo-1-phenyl-1,3-diazinan-5-ylidene)methyl]benzoic acid",C1=CC=C(C=C1)N2C(=O)/C(=C/C3=CC=C(C=C3)C(=O)O)/C(=O)NC2=O,,,,,,
3114,1903115,"4-[(Z)-(2,4,6-trioxo-1-phenyl-1,3-diazinan-5-ylidene)methyl]benzoate",C1=CC=C(C=C1)N2C(=O)/C(=C\C3=CC=C(C=C3)C(=O)[O-])/C(=O)NC2=O,,,,,,
3115,1903116,"4-[(Z)-(2,4,6-trioxo-1-phenyltetrahydropyrimidin-5(2H)-ylidene)methyl]benzoic acid",C1=CC=C(C=C1)N2C(=O)/C(=C\C3=CC=C(C=C3)C(=O)O)/C(=O)NC2=O,,,,,,
3116,1903117,"N-[(2E)-3-(3-methoxypropyl)-2-(phenylimino)-4-(thiophen-2-yl)-2,3-dihydro-1,3-thiazol-5-yl]-4-methylbenzamide",CC1=CC=C(C=C1)C(=O)NC2=C(N(C(=NC3=CC=CC=C3)S2)CCCOC)C4=CC=CS4,,,,,,
3117,1903118,"pentyl 2-{[(3-bromophenyl)carbonyl]amino}-1-(prop-2-en-1-yl)-1H-pyrrolo[2,3-b]quinoxaline-3-carboxylate",CCCCCOC(=O)C1=C(N(C2=NC3=CC=CC=C3N=C12)CC=C)NC(=O)C4=CC(=CC=C4)Br,,,,,,
3118,1903119,"3-(2-phenylethyl)-2-[(2-phenylethyl)sulfanyl]-3,5,6,7-tetrahydro-4H-cyclopenta[4,5]thieno[2,3-d]pyrimidin-4-one",C1CC2=C(C1)SC3=C2C(=O)N(C(=N3)SCCC4=CC=CC=C4)CCC5=CC=CC=C5,,,,,,
3119,1903120,"(2Z)-2-[4-(3,4-dimethylphenyl)-1,3-thiazol-2-yl]-3-[(2-ethoxyphenyl)amino]prop-2-enenitrile",CCOC1=CC=CC=C1N/C=C(/C#N)\C2=NC(=CS2)C3=CC(=C(C=C3)C)C,,,,,,
3120,1903121,"1-(1,1,1,3,3,3-hexafluoropropan-2-yl)-3-(1H-1,2,4-triazol-3-yl)urea",C1=NNC(=N1)NC(=O)NC(C(F)(F)F)C(F)(F)F,,,,,,
3121,1903122,N-[(S)-diethoxyphosphoryl-(4-methoxyphenyl)methyl]aniline,CCOP(=O)([C@@H](C1=CC=C(C=C1)OC)NC2=CC=CC=C2)OCC,,,,,,
3122,1903123,N-[(R)-diethoxyphosphoryl-(4-methoxyphenyl)methyl]aniline,CCOP(=O)([C@H](C1=CC=C(C=C1)OC)NC2=CC=CC=C2)OCC,,,,,,
3123,1903124,"(2Z)-2-[4-(3,4-dichlorophenyl)-1,3-thiazol-2-yl]-3-[(2,3-dimethylphenyl)amino]prop-2-enenitrile",CC1=C(C(=CC=C1)N/C=C(/C#N)\C2=NC(=CS2)C3=CC(=C(C=C3)Cl)Cl)C,,,,,,
3124,1903125,"ethyl (4S)-4-(3-bromophenyl)-6-phenyl-2-sulfanylidene-3,4-dihydro-1H-pyrimidine-5-carboxylate",CCOC(=O)C1=C(NC(=S)N[C@H]1C2=CC(=CC=C2)Br)C3=CC=CC=C3,,,,,,
3125,1903126,"ethyl (4R)-4-(3-bromophenyl)-6-phenyl-2-sulfanylidene-3,4-dihydro-1H-pyrimidine-5-carboxylate",CCOC(=O)C1=C(NC(=S)N[C@@H]1C2=CC(=CC=C2)Br)C3=CC=CC=C3,,,,,,
3126,1903127,"3-bromo-1-[(E)-(phenylimino)methyl]-6,7,8,9-tetrahydrodibenzo[b,d]furan-2-ol",C1CCC2=C(C1)C3=C(C(=C(C=C3O2)Br)O)C=NC4=CC=CC=C4,,,,,,
3127,1903128,"3-[(5E)-5-[[3-(4-bromophenyl)-1-phenylpyrazol-4-yl]methylidene]-4-oxo-2-sulfanylidene-1,3-thiazolidin-3-yl]propanoate",C1=CC=C(C=C1)N2C=C(C(=N2)C3=CC=C(C=C3)Br)/C=C/4\C(=O)N(C(=S)S4)CCC(=O)[O-],,,,,,
3128,1903129,"3-[(5Z)-5-[[3-(4-bromophenyl)-1-phenylpyrazol-4-yl]methylidene]-4-oxo-2-sulfanylidene-1,3-thiazolidin-3-yl]propanoate",C1=CC=C(C=C1)N2C=C(C(=N2)C3=CC=C(C=C3)Br)/C=C\4/C(=O)N(C(=S)S4)CCC(=O)[O-],,,,,,
3129,1903130,"6-Hydroxy-1-[(4-methoxyphenyl)methyl]-5-(pyrrol-2-ylidenemethyl)pyrimidine-2,4-dione",COC1=CC=C(C=C1)CN2C(=C(C(=O)NC2=O)C=C3C=CC=N3)O,,,,,,
3130,1903131,"(5Z)-5-(1,3-benzodioxol-5-ylmethylidene)-2-[(5-ethyl-1,3,4-thiadiazol-2-yl)imino]-3-prop-2-enyl-1,3-thiazolidin-4-one",CCC1=NN=C(S1)N=C2N(C(=O)/C(=C/C3=CC4=C(C=C3)OCO4)/S2)CC=C,,,,,,
3131,1903132,"(5E)-5-(1,3-benzodioxol-5-ylmethylidene)-2-[(5-ethyl-1,3,4-thiadiazol-2-yl)imino]-3-prop-2-enyl-1,3-thiazolidin-4-one",CCC1=NN=C(S1)N=C2N(C(=O)/C(=C\C3=CC4=C(C=C3)OCO4)/S2)CC=C,,,,,,
3132,1903133,"(5E)-1-(2-methoxyphenyl)-5-[(2,4,6-trimethoxyphenyl)methylidene]-1,3-diazinane-2,4,6-trione",COC1=CC=CC=C1N2C(=O)/C(=C/C3=C(C=C(C=C3OC)OC)OC)/C(=O)NC2=O,,,,,,
3133,1903134,"(5Z)-1-(2-methoxyphenyl)-5-(2,4,6-trimethoxybenzylidene)pyrimidine-2,4,6(1H,3H,5H)-trione",COC1=CC=CC=C1N2C(=O)/C(=C\C3=C(C=C(C=C3OC)OC)OC)/C(=O)NC2=O,,,,,,
3134,1903135,CID 1903135,COCCN1C(=O)/C(=C/C2=C(N=C3C=CC=CN3C2=O)N4CC[NH+](CC4)CCO)/SC1=S,,,,,,
3135,1903136,"2-[4-(2-Hydroxyethyl)-1-piperazinyl]-3-{(Z)-[3-(2-methoxyethyl)-4-oxo-2-thioxo-1,3-thiazolidin-5-ylidene]methyl}-4H-pyrido[1,2-A]pyrimidin-4-one",COCCN1C(=O)/C(=C/C2=C(N=C3C=CC=CN3C2=O)N4CCN(CC4)CCO)/SC1=S,,,,,,
3136,1903137,CID 1903137,COCCN1C(=O)/C(=C\C2=C(N=C3C=CC=CN3C2=O)N4CC[NH+](CC4)CCO)/SC1=S,,,,,,
3137,1903138,"2-[4-(2-hydroxyethyl)piperazin-1-yl]-3-{(E)-[3-(2-methoxyethyl)-4-oxo-2-thioxo-1,3-thiazolidin-5-ylidene]methyl}-4H-pyrido[1,2-a]pyrimidin-4-one",COCCN1C(=O)/C(=C\C2=C(N=C3C=CC=CN3C2=O)N4CCN(CC4)CCO)/SC1=S,,,,,,
3138,1903139,4-Methyl-benzoic acid 2-furan-2-yl-4-[(E)-phenyliminomethyl]-oxazol-5-yl ester,CC1=CC=C(C=C1)C(=O)OC2=C(N=C(O2)C3=CC=CO3)C=NC4=CC=CC=C4,,,,,,
3139,1903140,"3-[(5E)-4-oxo-2-thioxo-5-(3,4,5-trimethoxybenzylidene)-1,3-thiazolidin-3-yl]-N-phenylpropanamide",COC1=CC(=CC(=C1OC)OC)/C=C/2\C(=O)N(C(=S)S2)CCC(=O)NC3=CC=CC=C3,,,,,,
3140,1903141,"3-[(5Z)-4-oxo-2-sulfanylidene-5-[(3,4,5-trimethoxyphenyl)methylidene]-1,3-thiazolidin-3-yl]-N-phenylpropanamide",COC1=CC(=CC(=C1OC)OC)/C=C\2/C(=O)N(C(=S)S2)CCC(=O)NC3=CC=CC=C3,,,,,,
