,CID,name,smiles,7.1-Drug Indication,8.1-Pharmacodynamics,8.2-MeSH Pharmacological Classification,"8.5-Absorption, Distribution and Excretion",8.6-Metabolism/Metabolites,8.7-Biological Half-Life
0,2570001,"3-[4-amino-5-[2-(2,3-dihydroindol-1-yl)-2-oxoethyl]sulfanyl-1,2,4-triazol-3-yl]-N,N-diethylbenzenesulfonamide",CCN(CC)S(=O)(=O)C1=CC=CC(=C1)C2=NN=C(N2N)SCC(=O)N3CCC4=CC=CC=C43,,,,,,
1,2570002,[2-(2-Methylanilino)-2-oxoethyl] 2-(4-bromophenyl)acetate,CC1=CC=CC=C1NC(=O)COC(=O)CC2=CC=C(C=C2)Br,,,,,,
2,2570003,CID 2570003,COC1=C(C=C(C=C1)[C@@H]2C=C(NN2C(=O)COC(=O)[C@@H]3COC4=CC=CC=C4O3)C5=CC=CS5)OC,,,,,,
3,2570004,[2-(4-Methylanilino)-2-oxoethyl] 2-(4-bromophenyl)acetate,CC1=CC=C(C=C1)NC(=O)COC(=O)CC2=CC=C(C=C2)Br,,,,,,
4,2570005,"2-(1,3-Benzodioxol-5-yl)-5-[[2-(4-methylphenyl)-1,3-thiazol-4-yl]methylsulfanyl]-1,3,4-oxadiazole",CC1=CC=C(C=C1)C2=NC(=CS2)CSC3=NN=C(O3)C4=CC5=C(C=C4)OCO5,,,,,,
5,2570006,[2-[2-(4-Methoxyphenyl)ethylamino]-2-oxoethyl] 2-(4-bromophenyl)acetate,COC1=CC=C(C=C1)CCNC(=O)COC(=O)CC2=CC=C(C=C2)Br,,,,,,
6,2570007,N-[(3-methoxyphenyl)methyl]-4-pyrrolidin-1-ylsulfonylbenzamide,COC1=CC=CC(=C1)CNC(=O)C2=CC=C(C=C2)S(=O)(=O)N3CCCC3,,,,,,
7,2570008,[2-[4-(Diethylsulfamoyl)anilino]-2-oxoethyl] 2-(4-bromophenyl)acetate,CCN(CC)S(=O)(=O)C1=CC=C(C=C1)NC(=O)COC(=O)CC2=CC=C(C=C2)Br,,,,,,
8,2570009,CID 2570009,CC1=CC=C(C=C1)C2=C[C@@H](N(N2)C(=O)CSC3=NN=C(O3)C4=CC5=C(C=C4)OCO5)C6=CC=CO6,,,,,,
9,2570010,(2-Anilino-2-oxoethyl) 2-(4-bromophenyl)acetate,C1=CC=C(C=C1)NC(=O)COC(=O)CC2=CC=C(C=C2)Br,,,,,,
